"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"NICL","NIMIR INDUSTRIAL CHEMICALS LIMITED","71,163.00"," 13,221,587.62 ","59,213.00"," 11,021,396.31 ","83.21 ","83.36 "
"NITGETF","NIT PAK. GATEWAY EXCHANGE TRADED FUND","10,000.00"," 298,785.00 ","9,500.00"," 285,385.00 ","95.00 ","95.52 "
"NML","NISHAT MILLS LIMITED","2,508,669.00"," 345,453,908.67 ","1,198,439.00"," 168,017,152.79 ","47.77 ","48.64 "
"NONS","NOON SUGAR MILLS LIMITED","51,106.00"," 4,601,467.75 ","38,375.00"," 3,453,725.70 ","75.09 ","75.06 "
"NPL","NISHAT POWER LIMITED","388,886.00"," 14,055,089.04 ","325,047.00"," 11,753,920.66 ","83.58 ","83.63 "
"NRL","NATIONAL REFINERY LIMITED","250,636.00"," 56,895,797.75 ","190,952.00"," 43,382,731.64 ","76.19 ","76.25 "
"NRSL","NIMIR RESINS LIMITED","1,659,116.00"," 61,074,608.25 ","1,500,693.00"," 55,218,148.77 ","90.45 ","90.41 "
"NSRM","THE NATIONAL SILK & RAYON MILLS LIMITED","371.00"," 40,793.75 ","349.00"," 38,087.96 ","94.07 ","93.37 "
"OBOY","OILBOY ENERGY LIMITED","47,254.00"," 419,293.70 ","42,220.00"," 374,816.44 ","89.35 ","89.39 "
"OCTOPUS","OCTOPUS DIGITAL LIMITED","378,013.00"," 19,908,091.79 ","278,904.00"," 14,682,745.41 ","73.78 ","73.75 "
"OGDC","OIL & GAS DEVELOPMENT COMPANY LIMITED","2,480,711.00"," 536,372,230.88 ","1,216,486.00"," 281,772,427.22 ","49.04 ","52.53 "
"OLPL","OLP FINANCIAL SERVICES PAKISTAN LIMITED","82,885.00"," 3,488,471.53 ","53,706.00"," 2,253,325.27 ","64.80 ","64.59 "
"OLPM","OLP MODARABA","3,508.00"," 68,699.72 ","3,508.00"," 68,699.72 ","100.00 ","100.00 "
"OML","OLYMPIA MILLS LIMITED","2,886.00"," 133,795.03 ","2,171.00"," 100,025.89 ","75.23 ","74.76 "
"ORM","ORIENT RENTAL MODARABA","25,911.00"," 283,403.16 ","25,910.00"," 283,392.50 ","100.00 ","100.00 "
"OTSU","OTSUKA PAKISTAN LIMITED","27,569.00"," 7,787,343.70 ","17,727.00"," 5,016,672.23 ","64.30 ","64.42 "
"P01GIS031225","1 YEAR GIS-DISCOUNTED-MATURITY 03-12-25","720,002.00"," 3,477,969,665.00 ","2.00"," 189,665.00 ","- ","0.01 "
"P01GIS061125","1 YEAR GIS-DISCOUNTED-MATURITY 06-11-25","1,000,002.00"," 4,866,859,737.00 ","100,002.00"," 487,234,737.00 ","10.00 ","10.01 "
"P01GIS080126","1 YEAR GIS-DISCOUNTED-MAT DATE 08-01-26","1.00"," 4,786.50 ","1.00"," 4,786.50 ","100.00 ","100.00 "
"P01GIS150825","1 YEAR GIS-DISCOUNTED-MATURITY 15AUG25","100,002.00"," 497,859,957.00 ","100,002.00"," 497,859,957.00 ","100.00 ","100.00 "
"P01GIS170925","1 YEAR GIS-DISCOUNTED-MATURITY 170925","538,802.00"," 2,653,869,267.50 ","2.00"," 144,567.50 ","- ","0.01 "
"P01GIS201025","1 YEAR GIS-DISCOUNTED-MATURITY 20-10-25","2.00"," 9,792.00 ","2.00"," 9,792.00 ","100.00 ","100.00 "
"P01GIS290526","1 YEAR GIS-DISCOUNTED-MATURITY 29MAY26","2.00"," 9,239.00 ","2.00"," 9,239.00 ","100.00 ","100.00 "
"P03FRR180927","3 YEAR GIS-FRR-MATURITY DATE 18-SEP-27","130,000.00"," 728,570,523.00 ","120,000.00"," 672,480,852.00 ","92.31 ","92.30 "
"P03FRR211027","3 YEAR GIS-FRR-MATURITY DATE 21-OCT-27","200,000.00"," 1,071,562,720.00 ","200,000.00"," 1,071,562,720.00 ","100.00 ","100.00 "
"P03FRR280627","3 YEAR GIS-FRR-MATURITY DATE 28-JUN-27","44,026.00"," 244,142,809.97 ","34,026.00"," 188,620,206.97 ","77.29 ","77.26 "
"P05FRR090130","5 YEAR GIS-FRR-MATURITY DATE 09-JAN-30","40,000.00"," 209,359,672.00 ","40,000.00"," 209,359,672.00 ","100.00 ","100.00 "
"P05FRR100529","5 YEAR GIS-FRR-MATURITY DATE 10-MAY-29","10,000.00"," 59,467,644.00 ","10,000.00"," 59,467,644.00 ","100.00 ","100.00 "
"P05FRR280629","5 YEAR GIS-FRR-MATURITY DATE 28-JUN-29","10,000.00"," 57,961,918.00 ","10,000.00"," 57,961,918.00 ","100.00 ","100.00 "
"P05VRR240129","5 YEAR GIS-VRR-MATURITY DATE 24-JAN-29","2,000,000.00"," 10,298,114,600.00 ","2,000,000.00"," 10,298,114,600.00 ","100.00 ","100.00 "
"PABC","PAKISTAN ALUMINIUM BEVERAGE CANS LTD","156,852.00"," 23,945,064.44 ","119,398.00"," 18,221,281.54 ","76.12 ","76.10 "
"PACE","PACE (PAKISTAN) LIMITED","4,992,883.00"," 30,113,524.23 ","3,404,826.00"," 20,479,429.25 ","68.19 ","68.01 "
"PAEL","PAK ELEKTRON LIMITED","6,204,779.00"," 245,788,969.38 ","2,697,375.00"," 110,989,218.41 ","43.47 ","45.16 "
"PAKD","PAK DATACOM LIMITED","39,503.00"," 8,980,509.42 ","28,324.00"," 6,412,585.90 ","71.70 ","71.41 "
"PAKL","PAK LEATHER CRAFTS LIMITED","1,691.00"," 56,494.30 ","1,691.00"," 56,494.30 ","100.00 ","100.00 "
"PAKOXY","PAKISTAN OXYGEN LIMITED","12,713.00"," 2,828,007.80 ","9,440.00"," 2,103,223.99 ","74.25 ","74.37 "
"PAKRI","PAKISTAN REINSURANCE COMPANY LIMITED","1,642,068.00"," 24,239,051.65 ","1,362,327.00"," 20,067,927.92 ","82.96 ","82.79 "
"PAKT","PAKISTAN TOBACCO COMPANY LIMITED","108,592.00"," 141,701,523.84 ","66,326.00"," 86,579,853.41 ","61.08 ","61.10 "
"PASL","PERVEZ AHMED CONSULTANCY SERVICES LTD","4,035,507.00"," 11,436,784.21 ","3,197,437.00"," 9,070,372.34 ","79.23 ","79.31 "
"PASM","PARAMOUNT SPINNING MILLS LIMITED","7,491.00"," 37,578.78 ","7,491.00"," 37,578.78 ","100.00 ","100.00 "
"PCAL","PAKISTAN CABLES LIMITED","6,890.00"," 1,248,492.69 ","6,754.00"," 1,223,823.72 ","98.03 ","98.02 "
"PECO","PAKISTAN ENGINEERING COMPANY LIMITED","970.00"," 678,929.08 ","955.00"," 668,524.06 ","98.45 ","98.47 "
"PGLC","PAK GULF LEASING COMPANY LIMITED","7,797.00"," 163,590.49 ","6,047.00"," 128,049.99 ","77.56 ","78.27 "
"PIAHCLA","PIA HOLDING COMPANY LIMITED-CLASS A","2,691,175.00"," 57,319,575.51 ","1,862,505.00"," 39,773,513.38 ","69.21 ","69.39 "
"PIAHCLB","PIA HOLDING COMPANY LIMITED-CLASS B","86.00"," 2,704,554.51 ","60.00"," 1,893,774.95 ","69.77 ","70.02 "
"PIBTL","PAKISTAN INTERNATIONAL BULK TERMINAL LTD","5,944,743.00"," 56,884,774.15 ","4,668,131.00"," 44,672,828.65 ","78.53 ","78.53 "
"PICT","PAKISTAN INTL CONTAINER TERMINAL LTD.","168,339.00"," 7,300,524.67 ","135,426.00"," 5,857,976.29 ","80.45 ","80.24 "
"PIL","PICIC INSURANCE LIMITED","189,603.00"," 808,048.62 ","189,600.00"," 808,035.18 ","100.00 ","100.00 "
"PIM","POPULAR ISLAMIC MODARABA","1,426.00"," 25,267.46 ","1,426.00"," 25,267.46 ","100.00 ","100.00 "
"PINL","PREMIER INSURANCE LIMITED","325,976.00"," 2,826,982.44 ","268,796.00"," 2,330,961.73 ","82.46 ","82.45 "
"PIOC","PIONEER CEMENT LIMITED","108,086.00"," 23,317,486.98 ","87,545.00"," 19,298,942.72 ","81.00 ","82.77 "
"PKGI","THE PAKISTAN GENERAL INSURANCE CO. LTD.","7,209.00"," 75,374.30 ","5,789.00"," 60,476.68 ","80.30 ","80.24 "
"PKGP","PAKGEN POWER LIMITED","1,806.00"," 268,970.77 ","1,791.00"," 266,738.77 ","99.17 ","99.17 "
"PKGS","PACKAGES LIMITED","25,094.00"," 15,616,825.03 ","18,453.00"," 11,492,362.64 ","73.54 ","73.59 "
"PMPK","PHILIP MORRIS (PAKISTAN) LIMITED","2.00"," 2,600.00 ","2.00"," 2,600.00 ","100.00 ","100.00 "
"PMRS","THE PREMIER SUGAR MILLS AND DIST.CO. LTD","2,490.00"," 696,814.90 ","1,164.00"," 339,792.21 ","46.75 ","48.76 "
"PNSC","PAKISTAN NATIONAL SHIPPING CORPORATION","170,184.00"," 73,152,970.41 ","119,071.00"," 51,298,643.92 ","69.97 ","70.13 "
"POL","PAKISTAN OILFIELDS LIMITED","369,625.00"," 225,457,791.57 ","274,017.00"," 168,493,614.70 ","74.13 ","74.73 "
"POML","PUNJAB OIL MILLS LIMITED","8,756.00"," 1,921,399.31 ","7,815.00"," 1,716,849.96 ","89.25 ","89.35 "
"POWER","POWER CEMENT LIMITED","6,593,830.00"," 96,451,117.25 ","5,626,081.00"," 82,288,272.99 ","85.32 ","85.32 "
"POWERPS","POWER CEMENT LIMITED - PREFERENCE SHARES","500.00"," 9,615.00 ","-"," - ","- ","- "
"PPL","PAKISTAN PETROLEUM LIMITED","2,289,511.00"," 370,571,212.79 ","1,297,807.00"," 219,864,071.76 ","56.68 ","59.33 "
"PPP","PAKISTAN PAPER PRODUCTS LIMITED","214,010.00"," 43,039,036.88 ","190,383.00"," 38,227,952.22 ","88.96 ","88.82 "
"PPVC","PAKISTAN PVC LIMITED","38,888.00"," 511,199.29 ","21,368.00"," 284,223.90 ","54.95 ","55.60 "
"PREMA","AT-TAHUR LIMITED","1,206,218.00"," 48,266,696.48 ","786,148.00"," 31,480,696.60 ","65.17 ","65.22 "
"PRET","PREMIUM TEXTILE MILLS LIMITED","310.00"," 148,520.06 ","209.00"," 99,700.02 ","67.42 ","67.13 "
"PRL","PAKISTAN REFINERY LIMITED","2,507,309.00"," 77,020,882.77 ","1,618,018.00"," 50,206,423.12 ","64.53 ","65.19 "
"PRWM","PROSPERITY WEAVING MILLS LIMITED","5,409.00"," 292,960.67 ","4,419.00"," 240,260.66 ","81.70 ","82.01 "
"PSEL","PAKISTAN SERVICES LIMITED","1,400.00"," 1,410,442.02 ","1,194.00"," 1,208,441.84 ","85.29 ","85.68 "
"PSO","PAKISTAN STATE OIL COMPANY LIMITED","2,207,001.00"," 824,144,126.56 ","1,157,308.00"," 445,923,668.52 ","52.44 ","54.11 "
"PSX","PAKISTAN STOCK EXCHANGE LIMITED","1,356,207.00"," 41,758,170.46 ","1,141,281.00"," 35,215,069.61 ","84.15 ","84.33 "
