"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"IMS","INTERMARKET SECURITIES LIMITED","1,979,637.00"," 21,650,683.71 ","1,669,275.00"," 18,250,447.28 ","84.32 ","84.30 "
"INDU","INDUS MOTOR COMPANY LIMITED","22,746.00"," 47,512,890.25 ","17,759.00"," 37,150,737.18 ","78.08 ","78.19 "
"INIL","INTERNATIONAL INDUSTRIES LIMITED","220,506.00"," 40,064,256.98 ","171,983.00"," 31,603,485.54 ","77.99 ","78.88 "
"INKL","INTERNATIONAL KNITWEAR LIMITED","135,750.00"," 4,332,799.56 ","87,834.00"," 2,827,492.93 ","64.70 ","65.26 "
"IPAK","INTERNATIONAL PACKAGING FILMS LIMITED","82,544.00"," 1,906,139.27 ","79,707.00"," 1,841,472.52 ","96.56 ","96.61 "
"ISIL","ISMAIL INDUSTRIES LIMITED","26.00"," 53,737.92 ","25.00"," 51,678.01 ","96.15 ","96.17 "
"ISL","INTERNATIONAL STEELS LIMITED","290,268.00"," 23,448,699.93 ","90,725.00"," 8,596,549.70 ","31.26 ","36.66 "
"ITTEFAQ","ITTEFAQ IRON INDUSTRIES LIMITED","720,750.00"," 6,454,997.80 ","518,829.00"," 4,653,274.46 ","71.98 ","72.09 "
"JATM","J. A. TEXTILE MILLS LIMITED","32,726.00"," 1,025,646.59 ","21,686.00"," 694,852.50 ","66.27 ","67.75 "
"JDMT","JANANA DE MALUCHO TEXTILE MILLS LIMITED","18,710.00"," 1,710,852.37 ","9,502.00"," 871,130.22 ","50.79 ","50.92 "
"JDWS","JDW SUGAR MILLS LIMITED","161.00"," 153,065.60 ","160.00"," 152,117.60 ","99.38 ","99.38 "
"JGICL","JUBILEE GENERAL INSURANCE COMPANY LTD.","268,640.00"," 17,902,473.85 ","235,683.00"," 15,709,887.66 ","87.73 ","87.75 "
"JKSM","J.K. SPINNING MILLS LIMITED","364.00"," 35,363.89 ","364.00"," 35,363.89 ","100.00 ","100.00 "
"JLICL","JUBILEE LIFE INSURANCE COMPANY LIMITED","4,199.00"," 729,713.23 ","3,143.00"," 543,921.39 ","74.85 ","74.54 "
"JSBL","JS BANK LIMITED","249,447.00"," 3,605,945.31 ","189,631.00"," 2,742,319.92 ","76.02 ","76.05 "
"JSCL","JAHANGIR SIDDIQUI AND CO. LTD","3,796,590.00"," 100,741,954.13 ","2,983,061.00"," 79,258,682.43 ","78.57 ","78.67 "
"JSCLPSA","JAHANGIR SIDDIQUI & CO.LTD-PREF.SHARES","300,000.00"," 3,243,000.00 ","300,000.00"," 3,243,000.00 ","100.00 ","100.00 "
"JSGBETF","JS GLOBAL BANKING SECTOR ETF","4,000.00"," 119,195.00 ","4,000.00"," 119,195.00 ","100.00 ","100.00 "
"JSGCL","JS GLOBAL CAPITAL  LIMITED","11.00"," 1,466.23 ","11.00"," 1,466.23 ","100.00 ","100.00 "
"JSIL","JS INVESTMENTS LIMITED","14,211.00"," 398,775.30 ","9,883.00"," 277,037.55 ","69.54 ","69.47 "
"JSMFETF","JS MOMENTUM FACTOR EXCHANGE TRADED FUND","545,023.00"," 5,781,672.49 ","534,522.00"," 5,670,506.71 ","98.07 ","98.08 "
"JSML","JAUHARABAD SUGAR MILLS LIMITED","146,972.00"," 8,546,875.13 ","115,965.00"," 6,755,595.93 ","78.90 ","79.04 "
"JUBS","JUBILEE SPINNING & WEAVING MILLS LIMITED","9,221.00"," 115,957.10 ","9,221.00"," 115,957.10 ","100.00 ","100.00 "
"JVDC","JAVEDAN CORPORATION LIMITED","1,192,922.00"," 97,022,118.75 ","592,060.00"," 48,218,016.18 ","49.63 ","49.70 "
"KAPCO","KOT ADDU POWER COMPANY LIMITED","266,528.00"," 9,038,584.81 ","230,338.00"," 7,815,368.02 ","86.42 ","86.47 "
