"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"OLPL","OLP FINANCIAL SERVICES PAKISTAN LIMITED","10,849.00"," 449,647.72 ","10,844.00"," 449,442.57 ","99.95 ","99.95 "
"OLPM","OLP MODARABA","10,125.00"," 202,999.32 ","10,100.00"," 202,506.82 ","99.75 ","99.76 "
"OML","OLYMPIA MILLS LIMITED","105.00"," 4,590.05 ","105.00"," 4,590.05 ","100.00 ","100.00 "
"ORM","ORIENT RENTAL MODARABA","21,661.00"," 235,995.65 ","21,661.00"," 235,995.65 ","100.00 ","100.00 "
"OTSU","OTSUKA PAKISTAN LIMITED","4,571.00"," 1,218,989.76 ","4,234.00"," 1,129,344.16 ","92.63 ","92.65 "
"P01GIS031225","1 YEAR GIS-DISCOUNTED-MATURITY 03-12-25","2,000.00"," 9,659,000.00 ","2,000.00"," 9,659,000.00 ","100.00 ","100.00 "
"P01GIS061125","1 YEAR GIS-DISCOUNTED-MATURITY 06-11-25","2.00"," 9,731.00 ","2.00"," 9,731.00 ","100.00 ","100.00 "
"P01GIS150825","1 YEAR GIS-DISCOUNTED - MATURITY 15AUG25","5,002.00"," 24,859,951.00 ","5,002.00"," 24,859,951.00 ","100.00 ","100.00 "
"P01GIS201025","1 YEAR GIS-DISCOUNTED-MATURITY 20-10-25","2.00"," 9,786.00 ","2.00"," 9,786.00 ","100.00 ","100.00 "
"P01GIS290526","1 YEAR GIS-DISCOUNTED-MATURITY 29MAY26","2.00"," 9,232.00 ","2.00"," 9,232.00 ","100.00 ","100.00 "
"P05FRR090130","5 YEAR GIS-FRR-MATURITY DATE 09-JAN-30","10,000.00"," 52,317,068.00 ","10,000.00"," 52,317,068.00 ","100.00 ","100.00 "
"P05FRR180929","5 YEAR GIS-FRR-MATURITY DATE 18-SEP-29","7,999.00"," 45,693,070.85 ","7,999.00"," 45,693,070.85 ","100.00 ","100.00 "
"P05FRR211029","5 YEAR GIS-FRR-MATURITY DATE 21-OCT-29","50,000.00"," 272,028,080.00 ","50,000.00"," 272,028,080.00 ","100.00 ","100.00 "
"P05VRR211029","5 YEAR GIS-VRR-MATURITY DATE 21-OCT-29","20,000.00"," 103,805,462.00 ","20,000.00"," 103,805,462.00 ","100.00 ","100.00 "
"PABC","PAKISTAN ALUMINIUM BEVERAGE CANS LTD","140,354.00"," 21,614,548.74 ","113,890.00"," 17,546,009.01 ","81.14 ","81.18 "
"PACE","PACE (PAKISTAN) LIMITED","3,779,971.00"," 22,527,116.36 ","3,170,465.00"," 18,878,964.54 ","83.88 ","83.81 "
"PAEL","PAK ELEKTRON LIMITED","4,144,098.00"," 159,368,944.32 ","2,693,614.00"," 107,015,648.59 ","65.00 ","67.15 "
"PAKD","PAK DATACOM LIMITED","85,351.00"," 20,241,163.84 ","70,347.00"," 16,710,513.51 ","82.42 ","82.56 "
"PAKL","PAK LEATHER CRAFTS LIMITED","1,751.00"," 57,643.32 ","1,651.00"," 54,581.82 ","94.29 ","94.69 "
"PAKOXY","PAKISTAN OXYGEN LIMITED","157,617.00"," 35,873,188.62 ","58,962.00"," 13,640,408.38 ","37.41 ","38.02 "
"PAKRI","PAKISTAN REINSURANCE COMPANY LIMITED","3,371,728.00"," 51,511,573.00 ","2,250,041.00"," 34,405,751.36 ","66.73 ","66.79 "
"PAKT","PAKISTAN TOBACCO COMPANY LIMITED","8,678.00"," 11,153,486.32 ","8,677.00"," 11,152,211.31 ","99.99 ","99.99 "
"PASL","PERVEZ AHMED CONSULTANCY SERVICES LTD","5,305,420.00"," 15,419,935.17 ","4,458,008.00"," 12,973,170.73 ","84.03 ","84.13 "
"PASM","PARAMOUNT SPINNING MILLS LIMITED","18,175.00"," 93,373.61 ","16,164.00"," 83,716.18 ","88.94 ","89.66 "
"PCAL","PAKISTAN CABLES LIMITED","95,450.00"," 17,156,166.41 ","53,786.00"," 9,810,040.89 ","56.35 ","57.18 "
"PECO","PAKISTAN ENGINEERING COMPANY LIMITED","1,232.00"," 875,274.73 ","1,230.00"," 873,836.06 ","99.84 ","99.84 "
"PGLC","PAK GULF LEASING COMPANY LIMITED","12,050.00"," 242,533.82 ","11,750.00"," 236,647.82 ","97.51 ","97.57 "
"PIAHCLA","PIA HOLDING COMPANY LIMITED-CLASS A","2,772,957.00"," 58,174,102.21 ","1,926,140.00"," 40,430,772.71 ","69.46 ","69.50 "
"PIAHCLB","PIA HOLDING COMPANY LIMITED-CLASS B","243.00"," 7,921,740.57 ","156.00"," 5,083,082.43 ","64.20 ","64.17 "
"PIBTL","PAKISTAN INTERNATIONAL BULK TERMINAL LTD","9,412,953.00"," 93,292,030.17 ","6,899,353.00"," 68,428,743.87 ","73.30 ","73.35 "
"PICT","PAKISTAN INTL CONTAINER TERMINAL LTD.","621,338.00"," 28,562,440.77 ","501,184.00"," 23,058,125.44 ","80.66 ","80.73 "
"PIL","PICIC INSURANCE LIMITED","14,463.00"," 62,658.44 ","11,214.00"," 48,789.32 ","77.54 ","77.87 "
