"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"BCL","BOLAN CASTINGS LIMITED","177,941.00"," 20,301,182.32 ","100,656.00"," 11,534,726.70 ","56.57 ","56.82 "
"BECO","BECO STEEL LIMITED","293,848.00"," 5,269,868.27 ","209,064.00"," 3,752,377.78 ","71.15 ","71.20 "
"BERG","BERGER PAINTS PAKISTAN LIMITED","263,240.00"," 28,905,708.54 ","204,038.00"," 22,382,640.60 ","77.51 ","77.43 "
"BFAGRO","BARKAT FRISIAN AGRO LIMITED","584,429.00"," 23,748,428.70 ","511,016.00"," 20,771,516.00 ","87.44 ","87.46 "
"BFBIO","BF BIOSCIENCES LIMITED","419,527.00"," 69,654,401.86 ","294,471.00"," 48,955,267.35 ","70.19 ","70.28 "
"BFMOD","B.F. MODARABA","130,993.00"," 1,855,689.37 ","109,947.00"," 1,557,699.38 ","83.93 ","83.94 "
"BGL","BALOCHISTAN GLASS LIMITED","332,322.00"," 3,807,963.43 ","197,462.00"," 2,261,047.92 ","59.42 ","59.38 "
"BHAT","BHANERO TEXTILE MILLS LIMITED","39.00"," 34,765.60 ","36.00"," 32,066.60 ","92.31 ","92.24 "
"BIFO","BIAFO INDUSTRIES LIMITED","36,421.00"," 6,944,296.95 ","27,190.00"," 5,182,981.10 ","74.65 ","74.64 "
"BILF","BILAL FIBRES LIMITED","52,806.00"," 1,251,923.33 ","51,518.00"," 1,221,140.19 ","97.56 ","97.54 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","4,690,020.00"," 182,936,928.79 ","3,152,056.00"," 123,133,566.72 ","67.21 ","67.31 "
"BML","BANK MAKRAMAH LIMITED","4,749,271.00"," 23,548,382.03 ","4,518,639.00"," 22,395,132.45 ","95.14 ","95.10 "
"BNL","BUNNY`S LIMITED","4,764,418.00"," 641,762,301.39 ","2,661,171.00"," 360,271,730.47 ","55.86 ","56.14 "
"BNWM","BANNU WOOLLEN MILLS LIMITED","179,989.00"," 14,700,905.44 ","96,275.00"," 7,903,396.21 ","53.49 ","53.76 "
"BOK","THE BANK OF KHYBER","8,778.00"," 157,735.74 ","8,718.00"," 156,677.34 ","99.32 ","99.33 "
"BOP","THE BANK OF PUNJAB","22,208,785.00"," 297,452,390.18 ","10,718,831.00"," 152,291,985.88 ","48.26 ","51.20 "
"BPL","BURSHANE LPG (PAKISTAN) LIMITED","27,446.00"," 949,396.25 ","15,029.00"," 520,166.30 ","54.76 ","54.79 "
"BRRG","B.R.R. GUARDIAN LIMITED","6,078.00"," 175,472.72 ","6,069.00"," 175,212.22 ","99.85 ","99.85 "
"BTL","BLESSED TEXTILES LIMITED","17.00"," 5,418.51 ","17.00"," 5,418.51 ","100.00 ","100.00 "
"BUXL","BUXLY PAINTS LIMITED","2,837.00"," 514,685.42 ","1,277.00"," 234,168.58 ","45.01 ","45.50 "
"BWCL","BESTWAY CEMENT  LIMITED","9,100.00"," 4,806,885.00 ","7,195.00"," 3,797,713.34 ","79.07 ","79.01 "
"BWHL","BALUCHISTAN WHEELS LIMITED","374,767.00"," 71,717,954.39 ","255,885.00"," 49,113,670.29 ","68.28 ","68.48 "
"CASH","CALCORP LIMITED","1,251.00"," 50,517.50 ","1,251.00"," 50,517.50 ","100.00 ","100.00 "
"CCM","CRESCENT COTTON MILLS LIMITED","90.00"," 4,788.80 ","90.00"," 4,788.80 ","100.00 ","100.00 "
"786","786 INVESTMENT LIMITED","36,714.00"," 407,934.42 ","35,351.00"," 392,826.38 ","96.29 ","96.30 "
"AABS","AL-ABBAS SUGAR MILLS LIMITED","988.00"," 1,039,741.55 ","923.00"," 970,436.98 ","93.42 ","93.33 "
"AATM","ALI ASGHAR TEXTILE MILLS LIMITED","99,798.00"," 4,841,121.33 ","40,637.00"," 1,987,145.31 ","40.72 ","41.05 "
"ABL","ALLIED BANK LIMITED","75,429.00"," 14,253,803.40 ","62,192.00"," 11,770,242.24 ","82.45 ","82.58 "
"ABOT","ABBOTT LABORATORIES (PAKISTAN) LIMITED","23,730.00"," 27,585,656.45 ","22,423.00"," 26,086,808.18 ","94.49 ","94.57 "
"ACIETF","ALFALAH CONSUMER INDEX EXC. TRADED FUND","9,500.00"," 163,120.00 ","7,500.00"," 129,840.00 ","78.95 ","79.60 "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","270,943.00"," 80,432,042.44 ","214,607.00"," 63,742,524.32 ","79.21 ","79.25 "
"ADAMS","ADAM SUGAR MILLS LIMITED","2,945.00"," 209,102.26 ","2,224.00"," 160,403.16 ","75.52 ","76.71 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","17,057.00"," 984,889.32 ","14,742.00"," 850,707.47 ","86.43 ","86.38 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","2,491,377.00"," 22,752,341.30 ","1,513,559.00"," 13,835,094.09 ","60.75 ","60.81 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","11,305.00"," 508,013.56 ","10,314.00"," 463,241.56 ","91.23 ","91.19 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","8,737.00"," 1,261,479.18 ","4,587.00"," 665,437.74 ","52.50 ","52.75 "
"AGL","AGRITECH LIMITED","608,659.00"," 50,467,973.73 ","283,058.00"," 23,428,294.96 ","46.51 ","46.42 "
"AGP","AGP LIMITED","123,338.00"," 25,841,087.16 ","115,840.00"," 24,369,042.92 ","93.92 ","94.30 "
