"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"UPFL","UNILEVER PAKISTAN FOODS LIMITED","60.00"," 1,826,142.77 ","54.00"," 1,644,662.79 ","90.00 ","90.06 "
"UVIC","THE UNIVERSAL INSURANCE COMPANY LIMITED","1,163,777.00"," 12,755,420.69 ","1,014,002.00"," 11,116,713.42 ","87.13 ","87.15 "
"WAFI","WAFI ENERGY PAKISTAN LIMITED","49,155.00"," 8,573,716.03 ","44,177.00"," 7,703,083.69 ","89.87 ","89.85 "
"WAHN","WAH NOBLE CHEMICALS LIMITED","2,718.00"," 1,088,894.20 ","2,303.00"," 922,346.25 ","84.73 ","84.70 "
"WASL","WASL MOBILITY MODARABA","2,144,052.00"," 9,800,983.08 ","1,565,284.00"," 7,170,764.74 ","73.01 ","73.16 "
"WAVES","WAVES CORPORATION LIMITED","1,962,986.00"," 17,922,418.60 ","1,608,375.00"," 14,695,407.36 ","81.94 ","81.99 "
"WAVESAPP","WAVES HOME APPLIANCE LIMITED","1,119,113.00"," 10,280,064.26 ","933,762.00"," 8,614,801.60 ","83.44 ","83.80 "
"WTL","WORLDCALL TELECOM LIMITED","13,647,628.00"," 19,389,172.18 ","9,497,012.00"," 13,499,894.81 ","69.59 ","69.63 "
"YOUW","YOUSAF WEAVING MILLS LIMITED","3,566,087.00"," 20,450,330.30 ","2,979,389.00"," 17,097,944.20 ","83.55 ","83.61 "
"ZAHID","ZAHIDJEE TEXTILE MILLS LIMITED","37,523.00"," 2,965,385.79 ","33,548.00"," 2,648,947.34 ","89.41 ","89.33 "
"ZAL","ZAREA LIMITED","328,186.00"," 9,590,085.69 ","291,114.00"," 8,511,198.82 ","88.70 ","88.75 "
"786","786 INVESTMENT LIMITED","73,270.00"," 865,849.44 ","56,307.00"," 663,394.45 ","76.85 ","76.62 "
"AABS","AL-ABBAS SUGAR MILLS LIMITED","379.00"," 410,566.27 ","377.00"," 408,396.37 ","99.47 ","99.47 "
"AATM","ALI ASGHAR TEXTILE MILLS LIMITED","16,253.00"," 945,065.27 ","13,930.00"," 810,936.64 ","85.71 ","85.81 "
"ABL","ALLIED BANK LIMITED","136,192.00"," 25,232,445.47 ","125,849.00"," 23,323,029.61 ","92.41 ","92.43 "
"ABOT","ABBOTT LABORATORIES (PAKISTAN) LIMITED","10,725.00"," 12,629,877.78 ","9,825.00"," 11,571,625.60 ","91.61 ","91.62 "
"ACIETF","ALFALAH CONSUMER INDEX EXC. TRADED FUND","4,500.00"," 77,985.00 ","4,500.00"," 77,985.00 ","100.00 ","100.00 "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","194,501.00"," 56,811,943.79 ","157,399.00"," 45,965,193.37 ","80.92 ","80.91 "
"ADAMS","ADAM SUGAR MILLS LIMITED","2,467.00"," 169,989.40 ","1,710.00"," 116,995.41 ","69.31 ","68.83 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","53,279.00"," 3,321,739.04 ","43,003.00"," 2,677,291.84 ","80.71 ","80.60 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","1,026,214.00"," 9,183,135.64 ","916,169.00"," 8,198,137.96 ","89.28 ","89.27 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","43,930.00"," 1,946,470.65 ","42,251.00"," 1,871,258.90 ","96.18 ","96.14 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","35,198.00"," 4,937,701.59 ","4,537.00"," 651,150.79 ","12.89 ","13.19 "
"AGL","AGRITECH LIMITED","1,256,557.00"," 103,095,670.57 ","741,720.00"," 60,890,394.31 ","59.03 ","59.06 "
"AGP","AGP LIMITED","234,495.00"," 48,522,127.73 ","189,463.00"," 39,256,824.84 ","80.80 ","80.90 "
"AGSML","ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED","3,808,596.00"," 35,699,995.92 ","2,076,004.00"," 19,551,365.15 ","54.51 ","54.77 "
"AGTL","AL-GHAZI TRACTORS LIMITED","24,159.00"," 9,768,630.19 ","20,630.00"," 8,341,341.53 ","85.39 ","85.39 "
"AHCL","ARIF HABIB CORPORATION LIMITED","28,993,138.00"," 367,274,048.44 ","26,560,816.00"," 335,466,038.45 ","91.61 ","91.34 "
"AHL","ARIF HABIB LIMITED","42,947.00"," 4,017,820.98 ","34,803.00"," 3,255,097.10 ","81.04 ","81.02 "
"AHTM","AHMAD HASSAN TEXTILE MILLS LIMITED","6.00"," 471.60 ","6.00"," 471.60 ","100.00 ","100.00 "
"AICL","ADAMJEE INSURANCE COMPANY LIMITED","1,611,027.00"," 115,240,165.79 ","1,500,620.00"," 108,037,120.76 ","93.15 ","93.75 "
"AIRLINK","AIRLINK COMMUNICATION LIMITED","3,909,852.00"," 591,951,822.08 ","2,458,248.00"," 378,913,483.99 ","62.87 ","64.01 "
"AKBL","ASKARI BANK LIMITED","3,415,637.00"," 253,847,509.30 ","2,372,683.00"," 183,716,333.14 ","69.47 ","72.37 "
