"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"ALNRS","AL-NOOR SUGAR MILLS LIMITED","1,910.00"," 188,201.16 ","1,801.00"," 178,063.07 ","94.29 ","94.61 "
"ALTN","ALTERN ENERGY LTD.","620,480.00"," 7,162,711.22 ","437,079.00"," 5,052,213.90 ","70.44 ","70.53 "
"AMBL","APNA MICROFINANCE BANK LIMITED","6.00"," 64.45 ","6.00"," 64.45 ","100.00 ","100.00 "
"AMTEX","AMTEX LIMITED","24,271,122.00"," 97,338,540.47 ","12,615,478.00"," 50,847,087.66 ","51.98 ","52.24 "
"ANL","AZGARD NINE LIMITED","21,520,050.00"," 285,262,706.81 ","11,054,976.00"," 146,770,391.11 ","51.37 ","51.45 "
"ANSM","ANSARI SUGAR MILLS LIMITED","1,701.00"," 13,269.81 ","1,701.00"," 13,269.81 ","100.00 ","100.00 "
"ANTM","AN TEXTILE MILLS LIMITED","42,142.00"," 1,340,298.86 ","30,571.00"," 991,482.84 ","72.54 ","73.97 "
"APL","ATTOCK PETROLEUM LIMITED","15,183.00"," 7,868,446.13 ","14,444.00"," 7,484,381.94 ","95.13 ","95.12 "
"ARCTM","ARCTIC TEXTILE MILLS LIMITED","1,500.00"," 58,780.00 ","1,500.00"," 58,780.00 ","100.00 ","100.00 "
"ARPL","ARCHROMA PAKISTAN LIMITED","7,484.00"," 3,229,849.49 ","7,363.00"," 3,177,548.47 ","98.38 ","98.38 "
"ARUJ","ARUJ INDUSTRIES LIMITED","29,509.00"," 283,777.34 ","27,241.00"," 261,766.45 ","92.31 ","92.24 "
"ASC","AL SHAHEER CORPORATION LIMITED","26,516,931.00"," 327,044,550.63 ","14,439,001.00"," 180,813,781.62 ","54.45 ","55.29 "
"ASHT","ASHFAQ TEXTILE MILLS LIMITED","7,150.00"," 169,520.12 ","7,050.00"," 167,154.12 ","98.60 ","98.60 "
"ASIC","ASIA INSURANCE COMPANY LIMITED","503.00"," 8,738.75 ","501.00"," 8,703.55 ","99.60 ","99.60 "
"ASL","AISHA STEEL MILLS LIMITED","15,129,722.00"," 205,932,740.70 ","12,002,410.00"," 163,392,290.59 ","79.33 ","79.34 "
"ASLCPS","AISHA STEEL LTD.-CONV.CUM. PREFR. SHARES","120.00"," 3,336.00 ","120.00"," 3,336.00 ","100.00 ","100.00 "
"ASLPS","AISHA STEEL MILLS LTD.-PREFERENCE SHARES","865.00"," 19,152.28 ","585.00"," 13,350.68 ","67.63 ","69.71 "
"ASTL","AMRELI STEELS LIMITED","139,919.00"," 3,108,850.56 ","130,188.00"," 2,892,237.57 ","93.05 ","93.03 "
"ASTM","ASIM TEXTILE MILLS LIMITED","91,714.00"," 2,787,387.76 ","76,254.00"," 2,316,682.65 ","83.14 ","83.11 "
"ATBA","ATLAS BATTERY LIMITED","27,610.00"," 7,783,315.25 ","22,913.00"," 6,459,734.54 ","82.99 ","82.99 "
"ATIL","ATLAS INSURANCE LIMITED","4,254.00"," 352,017.54 ","4,018.00"," 332,108.50 ","94.45 ","94.34 "
"ATLH","ATLAS HONDA LIMITED","4,056.00"," 4,964,840.59 ","3,658.00"," 4,475,074.50 ","90.19 ","90.14 "
"ATRL","ATTOCK REFINERY LIMITED","1,126,556.00"," 716,646,850.50 ","481,095.00"," 325,243,265.47 ","42.70 ","45.38 "
"AVN","AVANCEON LIMITED","4,740,698.00"," 237,238,214.47 ","2,618,278.00"," 134,628,825.73 ","55.23 ","56.75 "
"BAFL","BANK ALFALAH LIMITED","8,464,962.00"," 802,438,557.15 ","5,468,054.00"," 533,466,031.60 ","64.60 ","66.48 "
"BAFS","BABA FARID SUGAR MILLS LIMITED","760.00"," 243,967.60 ","760.00"," 243,967.60 ","100.00 ","100.00 "
"BAHL","BANK AL HABIB LIMITED","985,931.00"," 179,787,871.06 ","559,644.00"," 103,592,594.87 ","56.76 ","57.62 "
"BAPL","BAWANY AIR PRODUCTS LIMITED","21,537.00"," 1,075,477.26 ","16,305.00"," 814,369.97 ","75.71 ","75.72 "
"BATA","BATA PAKISTAN LIMITED","3,749.00"," 6,425,278.93 ","3,416.00"," 5,855,872.72 ","91.12 ","91.14 "
"BBFL","BIG BIRD FOODS LIMITED","2,609,186.00"," 125,782,871.48 ","1,680,841.00"," 81,281,579.49 ","64.42 ","64.62 "
"BCL","BOLAN CASTINGS LIMITED","17,634.00"," 2,011,086.72 ","13,643.00"," 1,556,524.47 ","77.37 ","77.40 "
"BECO","BECO STEEL LIMITED","438,743.00"," 7,857,267.77 ","379,205.00"," 6,794,410.99 ","86.43 ","86.47 "
"BELA","BELA AUTOMOTIVES LIMITED","161.00"," 19,741.38 ","161.00"," 19,741.38 ","100.00 ","100.00 "
"BERG","BERGER PAINTS PAKISTAN LIMITED","229,463.00"," 25,834,686.63 ","175,565.00"," 19,763,908.31 ","76.51 ","76.50 "
"BFAGRO","BARKAT FRISIAN AGRO LIMITED","439,919.00"," 17,765,182.33 ","381,947.00"," 15,424,833.43 ","86.82 ","86.83 "
"BFBIO","BF BIOSCIENCES LIMITED","566,969.00"," 94,477,592.71 ","411,615.00"," 68,663,424.09 ","72.60 ","72.68 "
"BFMOD","B.F. MODARABA","33,182.00"," 455,882.01 ","30,072.00"," 413,646.02 ","90.63 ","90.74 "
"BGL","BALOCHISTAN GLASS LIMITED","306,949.00"," 3,518,165.77 ","261,709.00"," 3,000,063.74 ","85.26 ","85.27 "
"BHAT","BHANERO TEXTILE MILLS LIMITED","392.00"," 354,542.70 ","265.00"," 242,078.81 ","67.60 ","68.28 "
"BIFO","BIAFO INDUSTRIES LIMITED","52,557.00"," 10,160,864.69 ","36,827.00"," 7,137,268.17 ","70.07 ","70.24 "
"BILF","BILAL FIBRES LIMITED","482,674.00"," 12,009,020.56 ","453,400.00"," 11,298,703.72 ","93.94 ","94.09 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","3,464,518.00"," 132,959,572.53 ","2,326,501.00"," 89,203,040.68 ","67.15 ","67.09 "
"BML","BANK MAKRAMAH LIMITED","1,296,993.00"," 6,409,552.27 ","1,035,005.00"," 5,114,669.14 ","79.80 ","79.80 "
"BNL","BUNNY`S LIMITED","2,865,331.00"," 360,834,240.91 ","2,062,480.00"," 260,393,131.99 ","71.98 ","72.16 "
