"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"INIL","INTERNATIONAL INDUSTRIES LIMITED","718,437.00"," 124,690,504.36 ","458,617.00"," 80,738,027.78 ","63.84 ","64.75 "
"INKL","INTERNATIONAL KNITWEAR LIMITED","26,548.00"," 547,123.98 ","23,989.00"," 493,417.46 ","90.36 ","90.18 "
"IPAK","INTERNATIONAL PACKAGING FILMS LIMITED","820,492.00"," 18,873,902.12 ","673,260.00"," 15,466,383.84 ","82.06 ","81.95 "
"ISIL","ISMAIL INDUSTRIES LIMITED","21.00"," 38,059.43 ","15.00"," 26,969.95 ","71.43 ","70.86 "
"ISL","INTERNATIONAL STEELS LIMITED","2,214,269.00"," 198,306,099.09 ","1,299,500.00"," 118,835,148.69 ","58.69 ","59.93 "
"ITTEFAQ","ITTEFAQ IRON INDUSTRIES LIMITED","1,130,109.00"," 9,601,866.36 ","977,053.00"," 8,307,501.46 ","86.46 ","86.52 "
"JATM","J. A. TEXTILE MILLS LIMITED","29,740.00"," 934,898.65 ","29,509.00"," 927,682.16 ","99.22 ","99.23 "
"JDMT","JANANA DE MALUCHO TEXTILE MILLS LIMITED","146,755.00"," 11,937,159.60 ","89,169.00"," 7,313,339.12 ","60.76 ","61.27 "
"JDWS","JDW SUGAR MILLS LIMITED","73.00"," 67,288.31 ","68.00"," 62,786.66 ","93.15 ","93.31 "
"JGICL","JUBILEE GENERAL INSURANCE COMPANY LTD.","121,465.00"," 7,260,071.21 ","88,395.00"," 5,294,179.96 ","72.77 ","72.92 "
"JKSM","J.K. SPINNING MILLS LIMITED","13,966.00"," 1,588,104.87 ","9,341.00"," 1,060,828.80 ","66.88 ","66.80 "
"JLICL","JUBILEE LIFE INSURANCE COMPANY LIMITED","4,430.00"," 690,590.65 ","4,430.00"," 690,590.65 ","100.00 ","100.00 "
"JSBL","JS BANK LIMITED","5,903,847.00"," 73,640,397.83 ","3,578,258.00"," 44,731,754.86 ","60.61 ","60.74 "
"JSCL","JAHANGIR SIDDIQUI AND CO. LTD","2,012,641.00"," 40,107,545.42 ","1,610,824.00"," 32,132,721.88 ","80.04 ","80.12 "
