"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"PSO","PAKISTAN STATE OIL COMPANY LIMITED","5,275,635.00"," 1,947,882,473.48 ","2,274,278.00"," 870,337,509.92 ","43.11 ","44.68 "
"PSX","PAKISTAN STOCK EXCHANGE LIMITED","3,613,487.00"," 100,430,468.47 ","1,999,201.00"," 55,721,942.91 ","55.33 ","55.48 "
"PSYL","PAKISTAN SYNTHETICS LIMITED","2,504.00"," 141,653.60 ","2,504.00"," 141,653.60 ","100.00 ","100.00 "
"PTC","PAKISTAN TELECOMMUNICATION COMPANY LTD","8,044,052.00"," 191,736,126.31 ","4,793,478.00"," 116,705,430.55 ","59.59 ","60.87 "
"PTL","PANTHER TYRES LIMITED","75,567.00"," 3,141,737.54 ","65,349.00"," 2,716,877.91 ","86.48 ","86.48 "
"QUET","QUETTA TEXTILE MILLS LIMITED","190,128.00"," 2,731,482.20 ","189,364.00"," 2,721,037.95 ","99.60 ","99.62 "
"QUICE","QUICE FOOD INDUSTRIES LIMITED","100,874.00"," 750,207.75 ","74,866.00"," 556,025.84 ","74.22 ","74.12 "
"RCML","RELIANCE COTTON SPINNING MILLS LIMITED","312.00"," 140,284.86 ","311.00"," 139,839.86 ","99.68 ","99.68 "
"REDCO","REDCO TEXTILES LIMITED","5,211.00"," 135,390.96 ","2,462.00"," 63,676.30 ","47.25 ","47.03 "
"RICL","RELIANCE INSURANCE COMPANY LIMITED","58,516.00"," 565,545.70 ","57,966.00"," 560,306.20 ","99.06 ","99.07 "
"RMPL","RAFHAN MAIZE PRODUCTS COMPANY LIMITED","115.00"," 1,106,021.80 ","84.00"," 807,964.06 ","73.04 ","73.05 "
"RPL","ROSHAN PACKAGES LIMITED","171,355.00"," 2,899,622.05 ","147,921.00"," 2,506,964.03 ","86.32 ","86.46 "
"RUBY","RUBY TEXTILE MILLS LIMITED","3,000.00"," 25,140.00 ","3,000.00"," 25,140.00 ","100.00 ","100.00 "
"RUPL","RUPALI POLYESTER LIMITED","164,033.00"," 4,341,163.16 ","102,810.00"," 2,746,313.89 ","62.68 ","63.26 "
"SAIF","SAIF TEXTILE MILLS LIMITED","207,931.00"," 3,791,460.68 ","110,480.00"," 2,009,626.81 ","53.13 ","53.00 "
"SANSM","SANGHAR SUGAR MILLS LIMITED","1.00"," 53.85 ","1.00"," 53.85 ","100.00 ","100.00 "
"SAPT","SAPPHIRE TEXTILE MILLS LIMITED","189.00"," 211,914.86 ","129.00"," 147,745.25 ","68.25 ","69.72 "
"SARC","SARDAR CHEMICAL INDUSTRIES LIMITED","10,821.00"," 604,246.06 ","8,113.00"," 452,606.26 ","74.97 ","74.90 "
"SASML","SINDH ABADGARS SUGAR MILLS LIMITED","1.00"," 67.00 ","1.00"," 67.00 ","100.00 ","100.00 "
"SAZEW","SAZGAR ENGINEERING WORKS LIMITED","229,853.00"," 248,999,836.48 ","151,086.00"," 166,663,131.77 ","65.73 ","66.93 "
"SBL","SAMBA BANK LIMITED","44,407.00"," 415,001.84 ","32,733.00"," 307,447.17 ","73.71 ","74.08 "
"SCBPL","STANDARD CHARTERED BANK (PAKISTAN) LTD.","36,864.00"," 2,217,947.51 ","32,664.00"," 1,966,792.35 ","88.61 ","88.68 "
"SCL","SHIELD CORPORATION LIMITED","1,023.00"," 276,286.90 ","811.00"," 219,046.90 ","79.28 ","79.28 "
"SEARL","THE SEARLE COMPANY LIMITED","4,266,812.00"," 359,886,200.83 ","1,888,560.00"," 168,676,773.71 ","44.26 ","46.87 "
"SEL","SITARA ENERGY LIMITED","2.00"," 21.80 ","2.00"," 21.80 ","100.00 ","100.00 "
"SEPL","SECURITY PAPERS LIMITED","89,376.00"," 15,389,229.02 ","87,458.00"," 15,094,485.61 ","97.85 ","98.08 "
"SERT","SERVICE INDUSTRIES TEXTILES LIMITED","32,757.00"," 713,639.20 ","31,853.00"," 695,387.30 ","97.24 ","97.44 "
"SFL","SAPPHIRE FIBRES LIMITED","533.00"," 600,096.46 ","522.00"," 588,111.04 ","97.94 ","98.00 "
"SGF","SERVICE GLOBAL FOOTWEAR LIMITED","107,936.00"," 8,210,825.61 ","103,053.00"," 7,843,627.75 ","95.48 ","95.53 "
"SGPL","S.G. POWER LIMITED","239,244.00"," 1,797,223.24 ","168,240.00"," 1,278,266.17 ","70.32 ","71.12 "
"SHCM","SHADMAN COTTON MILLS LIMITED","9,427.00"," 486,381.50 ","6,084.00"," 319,244.27 ","64.54 ","65.64 "
"SHDT","SHADAB TEXTILE MILLS LIMITED","99,950.00"," 7,308,485.21 ","52,422.00"," 3,884,599.64 ","52.45 ","53.15 "
"SHEZ","SHEZAN INTERNATIONAL LIMITED","16,568.00"," 2,925,687.12 ","12,379.00"," 2,194,960.04 ","74.72 ","75.02 "
"SHFA","SHIFA INTERNATIONAL HOSPITALS LTD.","5,253.00"," 2,433,980.50 ","3,786.00"," 1,756,104.00 ","72.07 ","72.15 "
"SHJS","SHAHTAJ SUGAR MILLS LIMITED","1.00"," 120.29 ","1.00"," 120.29 ","100.00 ","100.00 "
"SHNI","SHAHEEN INSURANCE COMPANY LIMITED","229,636.00"," 1,396,331.50 ","206,658.00"," 1,258,255.96 ","89.99 ","90.11 "
"SHSML","SHAHMURAD SUGAR MILLS LIMITED","28.00"," 10,259.10 ","26.00"," 9,529.10 ","92.86 ","92.88 "
"SIBL","SECURITY INVESTMENT BANK LIMITED","2,508.00"," 24,015.57 ","2,463.00"," 23,570.41 ","98.21 ","98.15 "
"SINDM","SINDH MODARABA","3,990.00"," 46,377.78 ","3,990.00"," 46,377.78 ","100.00 ","100.00 "
"SITC","SITARA CHEMICAL INDUSTRIES LIMITED","15,483.00"," 6,893,000.99 ","15,483.00"," 6,893,000.99 ","100.00 ","100.00 "
"SKRS","SAKRAND SUGAR MILLS LIMITED","248,603.00"," 2,841,993.36 ","166,551.00"," 1,917,713.03 ","66.99 ","67.48 "
"SLGL","SECURE LOGISTICS GROUP LIMITED","12,502,962.00"," 219,260,511.66 ","7,833,524.00"," 137,529,757.94 ","62.65 ","62.72 "
"SLYT","SALLY TEXTILE MILLS LIMITED","268.00"," 2,986.53 ","268.00"," 2,986.53 ","100.00 ","100.00 "
"SMCPL","SAFE MIX CONCRETE LIMITED","259,580.00"," 5,374,918.68 ","221,514.00"," 4,589,589.86 ","85.34 ","85.39 "
"SML","SHAKARGANJ LIMITED","1,717.00"," 116,384.09 ","1,694.00"," 114,870.13 ","98.66 ","98.70 "
"SNAI","SANA INDUSTRIES LIMITED","20,700.00"," 501,176.29 ","20,624.00"," 499,375.79 ","99.63 ","99.64 "
"SNBL","SONERI BANK LIMITED","1,075,722.00"," 18,672,291.78 ","879,082.00"," 15,271,847.90 ","81.72 ","81.79 "
"SNGP","SUI NORTHERN GAS PIPELINES LIMITED","2,646,324.00"," 296,641,728.90 ","1,355,909.00"," 160,147,476.88 ","51.24 ","53.99 "
"SPEL","SPEL LIMITED","609,296.00"," 26,739,489.74 ","427,289.00"," 18,765,936.76 ","70.13 ","70.18 "
"SPL","SITARA PEROXIDE LIMITED","354,548.00"," 5,136,742.09 ","175,603.00"," 2,541,675.14 ","49.53 ","49.48 "
"SPWL","SAIF POWER LIMITED","263,358.00"," 3,039,365.66 ","204,026.00"," 2,352,899.59 ","77.47 ","77.41 "
"SRVI","SERVICE INDUSTRIES LIMITED","77,482.00"," 84,196,089.15 ","77,347.00"," 84,049,344.71 ","99.83 ","99.83 "
"SSGC","SUI SOUTHERN GAS COMPANY LIMITED","12,958,456.00"," 542,400,070.46 ","7,446,494.00"," 311,891,636.63 ","57.46 ","57.50 "
"SSML","SARITOW SPINNING MILLS LIMITED","778.00"," 11,946.78 ","748.00"," 11,485.38 ","96.14 ","96.14 "
"SSOM","S. S. OIL MILLS LIMITED","62,771.00"," 45,422,594.93 ","28,172.00"," 20,284,414.94 ","44.88 ","44.66 "
"STCL","SHABBIR TILES AND CERAMICS LIMITED","65,496.00"," 893,602.85 ","58,716.00"," 800,881.65 ","89.65 ","89.62 "
"STJT","SHAHTAJ TEXTILE LIMITED","8.00"," 627.79 ","6.00"," 462.14 ","75.00 ","73.61 "
"STL","SUPERNET TECHNOLOGIES LIMITED","216.00"," 174,698.38 ","181.00"," 146,562.78 ","83.80 ","83.89 "
"STML","SHAMS TEXTILE MILLS LIMITED","48,629.00"," 2,038,593.91 ","40,921.00"," 1,716,160.15 ","84.15 ","84.18 "
"STPL","SIDDIQSONS TIN PLATE LIMITED","2,070,762.00"," 13,092,843.91 ","1,474,512.00"," 9,353,073.03 ","71.21 ","71.44 "
"STYLERS","STYLERS INTERNATIONAL LIMITED","4,497.00"," 179,885.45 ","4,497.00"," 179,885.45 ","100.00 ","100.00 "
"SUHJ","SUHAIL JUTE MILLS LIMITED","200.00"," 18,203.03 ","200.00"," 18,203.03 ","100.00 ","100.00 "
