"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","214,240.00"," 61,556,722.84 ","194,976.00"," 56,048,831.95 ","91.01 ","91.05 "
"ADAMS","ADAM SUGAR MILLS LIMITED","138.00"," 8,919.68 ","128.00"," 8,348.68 ","92.75 ","93.60 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","29,134.00"," 1,291,292.87 ","23,672.00"," 1,049,772.29 ","81.25 ","81.30 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","1,279,727.00"," 11,117,278.50 ","1,059,897.00"," 9,211,448.93 ","82.82 ","82.86 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","1,224.00"," 38,592.89 ","1,216.00"," 38,320.97 ","99.35 ","99.30 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","98,071.00"," 13,261,674.66 ","78,328.00"," 10,587,650.70 ","79.87 ","79.84 "
"AGL","AGRITECH LIMITED","389,112.00"," 20,439,673.86 ","273,810.00"," 14,379,554.44 ","70.37 ","70.35 "
"AGP","AGP LIMITED","153,787.00"," 28,762,279.52 ","132,225.00"," 24,729,927.57 ","85.98 ","85.98 "
"AGSML","ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED","252,862.00"," 1,574,680.17 ","191,379.00"," 1,189,439.92 ","75.69 ","75.54 "
"AGTL","AL-GHAZI TRACTORS LIMITED","20,140.00"," 8,285,529.96 ","17,526.00"," 7,216,789.57 ","87.02 ","87.10 "
"AHCL","ARIF HABIB CORPORATION LIMITED","1,357,634.00"," 14,246,102.49 ","719,603.00"," 7,496,071.44 ","53.00 ","52.62 "
"AHL","ARIF HABIB LIMITED","18,933.00"," 1,379,542.28 ","16,813.00"," 1,225,882.58 ","88.80 ","88.86 "
"AICL","ADAMJEE INSURANCE COMPANY LIMITED","361,964.00"," 16,534,697.44 ","285,197.00"," 13,189,237.49 ","78.79 ","79.77 "
"AIRLINK","AIRLINK COMMUNICATION LIMITED","1,369,383.00"," 200,929,767.96 ","801,723.00"," 122,462,910.61 ","58.55 ","60.95 "
"AKBL","ASKARI BANK LIMITED","377,472.00"," 17,458,934.90 ","171,432.00"," 8,194,315.18 ","45.42 ","46.93 "
"AKDHL","AKD HOSPITALITY LIMITED","654.00"," 108,438.65 ","652.00"," 108,107.65 ","99.69 ","99.69 "
"AKDSL","AKD SECURITIES LIMITED","759,978.00"," 19,053,565.88 ","594,136.00"," 14,915,710.29 ","78.18 ","78.28 "
"AKGL","AL-KHAIR GADOON LIMITED","284.00"," 12,295.91 ","255.00"," 11,014.85 ","89.79 ","89.58 "
"ALAC","ASKARI LIFE ASSURANCE COMPANY LTD.","84,551.00"," 519,334.00 ","83,751.00"," 514,345.00 ","99.05 ","99.04 "
"ALIFE","ADAMJEE LIFE ASSURANCE COMPANY LIMITED","22,518.00"," 580,477.57 ","6,955.00"," 183,270.24 ","30.89 ","31.57 "
