"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"PAEL","PAK ELEKTRON LIMITED","5,297,244.00"," 208,367,918.19 ","3,859,656.00"," 152,478,389.26 ","72.86 ","73.18 "
"PAKD","PAK DATACOM LIMITED","41,177.00"," 13,862,340.58 ","26,640.00"," 8,963,445.44 ","64.70 ","64.66 "
"PAKL","PAK LEATHER CRAFTS LIMITED","3,166.00"," 94,980.00 ","3,166.00"," 94,980.00 ","100.00 ","100.00 "
"PAKOXY","PAKISTAN OXYGEN LIMITED","127,408.00"," 23,260,687.20 ","122,207.00"," 22,310,993.20 ","95.92 ","95.92 "
"PAKRI","PAKISTAN REINSURANCE COMPANY LIMITED","1,212,298.00"," 16,289,884.05 ","975,880.00"," 13,107,625.75 ","80.50 ","80.46 "
"PAKT","PAKISTAN TOBACCO COMPANY LIMITED","699,782.00"," 840,302,338.01 ","584,411.00"," 701,784,850.10 ","83.51 ","83.52 "
"PASL","PERVEZ AHMED CONSULTANCY SERVICES LTD","24,856,117.00"," 83,897,327.32 ","14,676,724.00"," 49,773,145.23 ","59.05 ","59.33 "
"PASM","PARAMOUNT SPINNING MILLS LIMITED","38,591.00"," 158,612.43 ","27,612.00"," 113,943.42 ","71.55 ","71.84 "
"PCAL","PAKISTAN CABLES LIMITED","11,754.00"," 1,766,930.75 ","11,125.00"," 1,672,151.14 ","94.65 ","94.64 "
"PECO","PAKISTAN ENGINEERING COMPANY LIMITED","1,494.00"," 1,084,968.87 ","1,477.00"," 1,072,561.00 ","98.86 ","98.86 "
"PGLC","PAK GULF LEASING COMPANY LIMITED","1,367.00"," 29,053.53 ","1,251.00"," 26,453.84 ","91.51 ","91.05 "
"PIAHCLA","PIA HOLDING COMPANY LIMITED-CLASS A","6,021,615.00"," 131,075,555.43 ","3,085,496.00"," 67,176,188.72 ","51.24 ","51.25 "
"PIAHCLB","PIA HOLDING COMPANY LIMITED-CLASS B","20.00"," 293,946.00 ","20.00"," 293,946.00 ","100.00 ","100.00 "
"PIBTL","PAKISTAN INTERNATIONAL BULK TERMINAL LTD","5,812,751.00"," 50,008,451.70 ","4,719,472.00"," 40,644,846.98 ","81.19 ","81.28 "
"PICT","PAKISTAN INTL CONTAINER TERMINAL LTD.","956,121.00"," 38,722,924.68 ","675,337.00"," 27,371,323.59 ","70.63 ","70.69 "
"PIL","PICIC INSURANCE LIMITED","298,107.00"," 1,063,407.85 ","210,650.00"," 756,689.01 ","70.66 ","71.16 "
