"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"HPL","HOECHST PAKISTAN LIMITED","269.00"," 1,088,071.55 ","176.00"," 719,616.35 ","65.43 ","66.14 "
"HRPL","HABIB RICE PRODUCTS LIMITED","1,664.00"," 49,752.99 ","1,662.00"," 49,693.93 ","99.88 ","99.88 "
"HTL","HI-TECH LUBRICANTS LIMITED","76,649.00"," 3,783,115.71 ","73,292.00"," 3,617,848.74 ","95.62 ","95.63 "
"HUBC","THE HUB POWER COMPANY LIMITED","9,878,740.00"," 2,056,086,859.83 ","5,237,212.00"," 1,110,291,862.90 ","53.01 ","54.00 "
"HUMNL","HUM NETWORK LIMITED","3,566,148.00"," 51,992,908.45 ","2,508,387.00"," 37,524,374.91 ","70.34 ","72.17 "
"HUSI","HUSEIN INDUSTRIES LIMITED","3,009.00"," 84,228.99 ","2,983.00"," 83,527.23 ","99.14 ","99.17 "
"HWQS","HASEEB WAQAS SUGAR MILLS LIMITED","10,581.00"," 186,969.34 ","9,272.00"," 164,074.87 ","87.63 ","87.75 "
"IBFL","IBRAHIM FIBRES LIMITED","531.00"," 156,324.00 ","431.00"," 127,324.00 ","81.17 ","81.45 "
"IBLHL","IBL HEALTHCARE LIMITED","74,427.00"," 3,819,126.57 ","65,916.00"," 3,381,405.03 ","88.56 ","88.54 "
"ICCI","ICC INDUSTRIES LIMITED","43,735.00"," 560,442.05 ","27,728.00"," 353,872.91 ","63.40 ","63.14 "
"ICIBL","INVEST CAPITAL INVESTMENT BANK LIMITED","6,904,853.00"," 44,236,790.20 ","4,236,691.00"," 27,272,927.75 ","61.36 ","61.65 "
"ICL","ITTEHAD CHEMICALS LIMITED","86,675.00"," 10,932,316.48 ","69,474.00"," 8,767,598.81 ","80.15 ","80.20 "
"IDRT","IDREES TEXTILE MILLS LIMITED","5,656.00"," 118,587.98 ","5,375.00"," 112,686.53 ","95.03 ","95.02 "
"IDSM","IDEAL SPINNING MILLS LIMITED","2,482.00"," 60,876.81 ","2,280.00"," 56,630.31 ","91.86 ","93.02 "
"IDYM","INDUS DYEING AND MANUFACTURING CO. LTD.","7,396.00"," 1,204,830.34 ","5,796.00"," 944,163.17 ","78.37 ","78.36 "
"IGIHL","IGI HOLDINGS LIMITED","216,369.00"," 58,448,083.88 ","168,671.00"," 45,620,159.81 ","77.96 ","78.05 "
"IGIL","IGI LIFE INSURANCE LIMITED","8,902.00"," 182,559.68 ","5,607.00"," 115,483.73 ","62.99 ","63.26 "
"ILP","INTERLOOP LIMITED","247,827.00"," 17,454,681.29 ","190,755.00"," 13,569,398.82 ","76.97 ","77.74 "
"IMAGE","IMAGE PAKISTAN LIMITED","4,873,083.00"," 127,325,266.84 ","3,744,591.00"," 97,882,998.14 ","76.84 ","76.88 "
"IML","IMPERIAL LIMITED","1,052,932.00"," 31,395,470.92 ","656,542.00"," 19,712,791.83 ","62.35 ","62.79 "
"IMS","INTERMARKET SECURITIES LIMITED","1,774,980.00"," 25,265,918.18 ","1,476,106.00"," 21,007,679.15 ","83.16 ","83.15 "
"INDU","INDUS MOTOR COMPANY LIMITED","3,856.00"," 8,137,060.32 ","3,233.00"," 6,821,520.90 ","83.84 ","83.83 "
"INIL","INTERNATIONAL INDUSTRIES LIMITED","33,867.00"," 7,151,683.68 ","23,398.00"," 5,046,159.55 ","69.09 ","70.56 "
"INKL","INTERNATIONAL KNITWEAR LIMITED","176,727.00"," 12,812,949.29 ","22,964.00"," 1,846,368.68 ","12.99 ","14.41 "
"IPAK","INTERNATIONAL PACKAGING FILMS LIMITED","220,980.00"," 5,518,690.79 ","214,531.00"," 5,357,566.31 ","97.08 ","97.08 "
"IREIT","IMAGE REIT","7,875,533.00"," 88,779,523.80 ","4,954,681.00"," 55,928,198.26 ","62.91 ","63.00 "
"ISIL","ISMAIL INDUSTRIES LIMITED","173.00"," 354,956.77 ","158.00"," 324,255.28 ","91.33 ","91.35 "
"ISL","INTERNATIONAL STEELS LIMITED","150,557.00"," 16,545,672.98 ","113,522.00"," 12,496,297.16 ","75.40 ","75.53 "
"ITTEFAQ","ITTEFAQ IRON INDUSTRIES LIMITED","1,373,154.00"," 13,087,996.23 ","1,095,211.00"," 10,437,258.92 ","79.76 ","79.75 "
"JATM","J. A. TEXTILE MILLS LIMITED","14,868.00"," 336,057.42 ","9,615.00"," 217,299.08 ","64.67 ","64.66 "
"JDMT","JANANA DE MALUCHO TEXTILE MILLS LIMITED","83,745.00"," 8,377,587.84 ","81,946.00"," 8,195,804.94 ","97.85 ","97.83 "
"JDWS","JDW SUGAR MILLS LIMITED","466.00"," 388,478.87 ","466.00"," 388,478.87 ","100.00 ","100.00 "
"JGICL","JUBILEE GENERAL INSURANCE COMPANY LTD.","41,421.00"," 3,335,348.59 ","39,938.00"," 3,216,198.67 ","96.42 ","96.43 "
"JKSM","J.K. SPINNING MILLS LIMITED","14.00"," 2,856.65 ","13.00"," 2,665.65 ","92.86 ","93.31 "
