"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"ZAHID","ZAHIDJEE TEXTILE MILLS LIMITED","78,383.00"," 5,617,771.36 ","54,182.00"," 3,893,414.83 ","69.12 ","69.31 "
"ZAL","ZAREA LIMITED","704,991.00"," 27,272,041.31 ","635,125.00"," 24,571,747.58 ","90.09 ","90.10 "
"ZIL","ZIL LIMITED","96.00"," 34,560.51 ","96.00"," 34,560.51 ","100.00 ","100.00 "
"ZTL","ZEPHYR TEXTILES LIMITED","159,695.00"," 2,884,015.91 ","106,584.00"," 1,936,796.53 ","66.74 ","67.16 "
"786","786 INVESTMENT LIMITED","454,676.00"," 5,865,301.21 ","215,108.00"," 2,793,124.96 ","47.31 ","47.62 "
"AABS","AL-ABBAS SUGAR MILLS LIMITED","397.00"," 414,629.71 ","350.00"," 365,839.67 ","88.16 ","88.23 "
"AATM","ALI ASGHAR TEXTILE MILLS LIMITED","8,168.00"," 404,707.35 ","7,653.00"," 379,635.60 ","93.69 ","93.80 "
"ABL","ALLIED BANK LIMITED","362,558.00"," 67,800,878.50 ","284,549.00"," 53,243,336.19 ","78.48 ","78.53 "
"ABOT","ABBOTT LABORATORIES (PAKISTAN) LIMITED","4,108.00"," 5,226,982.98 ","3,952.00"," 5,029,088.26 ","96.20 ","96.21 "
"ACIETF","ALFALAH CONSUMER INDEX EXC. TRADED FUND","32,501.00"," 633,549.30 ","27,001.00"," 526,979.30 ","83.08 ","83.18 "
"ACPL","ATTOCK CEMENT PAKISTAN LIMITED","1,174,542.00"," 362,707,808.96 ","724,638.00"," 223,943,117.63 ","61.70 ","61.74 "
"ADAMS","ADAM SUGAR MILLS LIMITED","7,807.00"," 557,284.66 ","6,359.00"," 453,248.33 ","81.45 ","81.33 "
"ADMM","ARTISTIC DENIM MILLS LIMITED","27,356.00"," 1,410,022.68 ","21,872.00"," 1,128,009.97 ","79.95 ","80.00 "
"AGHA","AGHA STEEL INDUSTRIES LIMITED","3,611,706.00"," 33,945,941.56 ","3,012,022.00"," 28,315,072.48 ","83.40 ","83.41 "
"AGIC","ASKARI GENERAL INSURANCE COMPANY LTD","36,061.00"," 1,661,061.53 ","23,614.00"," 1,092,252.41 ","65.48 ","65.76 "
"AGIL","AGRIAUTO INDUSTRIES LIMITED","58,036.00"," 8,176,989.56 ","50,056.00"," 7,052,077.54 ","86.25 ","86.24 "
"AGL","AGRITECH LIMITED","652,527.00"," 49,240,037.98 ","445,110.00"," 33,634,815.01 ","68.21 ","68.31 "
"AGP","AGP LIMITED","76,996.00"," 15,203,810.15 ","70,575.00"," 13,940,059.57 ","91.66 ","91.69 "
"AGSML","ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED","131,096.00"," 1,207,539.37 ","113,797.00"," 1,048,688.27 ","86.80 ","86.85 "
"AGTL","AL-GHAZI TRACTORS LIMITED","27,987.00"," 10,895,553.65 ","25,079.00"," 9,758,769.72 ","89.61 ","89.57 "
"AHCL","ARIF HABIB CORPORATION LIMITED","14,461,995.00"," 242,903,931.17 ","11,542,176.00"," 193,925,651.93 ","79.81 ","79.84 "
"AHL","ARIF HABIB LIMITED","115,739.00"," 14,710,001.64 ","96,136.00"," 12,224,376.09 ","83.06 ","83.10 "
"AHTM","AHMAD HASSAN TEXTILE MILLS LIMITED","6,477.00"," 549,395.08 ","4,076.00"," 346,537.92 ","62.93 ","63.08 "
"AICL","ADAMJEE INSURANCE COMPANY LIMITED","5,112,645.00"," 419,106,667.54 ","2,641,991.00"," 234,069,010.23 ","51.68 ","55.85 "
"AIRLINK","AIRLINK COMMUNICATION LIMITED","3,686,742.00"," 587,192,528.80 ","1,477,622.00"," 249,995,165.53 ","40.08 ","42.57 "
"AKBL","ASKARI BANK LIMITED","2,080,337.00"," 174,373,257.71 ","1,165,596.00"," 102,423,460.38 ","56.03 ","58.74 "
"AKDHL","AKD HOSPITALITY LIMITED","1,280.00"," 216,163.34 ","1,215.00"," 205,035.87 ","94.92 ","94.85 "
"AKDSL","AKD SECURITIES LIMITED","2,816,640.00"," 109,354,219.28 ","2,035,785.00"," 79,113,805.86 ","72.28 ","72.35 "
"AKGL","AL-KHAIR GADOON LIMITED","2.00"," 116.00 ","2.00"," 116.00 ","100.00 ","100.00 "
"ALAC","ASKARI LIFE ASSURANCE COMPANY LTD.","1,664,918.00"," 23,420,430.93 ","1,175,551.00"," 16,553,546.21 ","70.61 ","70.68 "
"ALIFE","ADAMJEE LIFE ASSURANCE COMPANY LIMITED","28,951.00"," 1,008,455.95 ","27,450.00"," 956,585.15 ","94.82 ","94.86 "
"ALNRS","AL-NOOR SUGAR MILLS LIMITED","94,701.00"," 8,614,659.20 ","94,301.00"," 8,580,010.20 ","99.58 ","99.60 "
"ALTN","ALTERN ENERGY LTD.","1,198,571.00"," 15,406,137.19 ","1,037,359.00"," 13,380,722.26 ","86.55 ","86.85 "
"AMBL","APNA MICROFINANCE BANK LIMITED","1,009.00"," 11,103.52 ","1,003.00"," 11,038.89 ","99.41 ","99.42 "
"AMTEX","AMTEX LIMITED","643,183.00"," 2,596,720.52 ","613,620.00"," 2,475,183.90 ","95.40 ","95.32 "
"ANL","AZGARD NINE LIMITED","2,016,658.00"," 24,612,966.36 ","1,734,243.00"," 21,166,332.72 ","86.00 ","86.00 "
"ANSM","ANSARI SUGAR MILLS LIMITED","53,504.00"," 871,485.18 ","44,745.00"," 729,316.42 ","83.63 ","83.69 "
"ANTM","AN TEXTILE MILLS LIMITED","2,991.00"," 87,612.89 ","2,096.00"," 61,471.49 ","70.08 ","70.16 "
"APL","ATTOCK PETROLEUM LIMITED","148,945.00"," 81,014,156.29 ","114,474.00"," 62,325,815.16 ","76.86 ","76.93 "
"ARCTM","ARCTIC TEXTILE MILLS LIMITED","2,972.00"," 103,233.03 ","2,769.00"," 96,279.00 ","93.17 ","93.26 "
"ARPAK","ARPAK INTERNATIONAL INVESTMENT LIMITED","511.00"," 28,623.71 ","510.00"," 28,561.51 ","99.80 ","99.78 "
"ARPL","ARCHROMA PAKISTAN LIMITED","7,274.00"," 3,392,500.17 ","6,368.00"," 2,969,950.19 ","87.54 ","87.54 "
"ARUJ","ARUJ INDUSTRIES LIMITED","2,441.00"," 27,223.84 ","2,241.00"," 25,019.84 ","91.81 ","91.90 "
"ASC","AL SHAHEER CORPORATION LIMITED","6,494,689.00"," 80,226,798.75 ","4,235,111.00"," 52,346,193.47 ","65.21 ","65.25 "
"ASHT","ASHFAQ TEXTILE MILLS LIMITED","1,900.00"," 47,296.20 ","1,900.00"," 47,296.20 ","100.00 ","100.00 "
"ASL","AISHA STEEL MILLS LIMITED","5,722,553.00"," 84,972,752.26 ","5,062,299.00"," 75,240,831.10 ","88.46 ","88.55 "
"ASLCPS","AISHA STEEL LTD.-CONV.CUM. PREFR. SHARES","2,047.00"," 292,862.67 ","1,403.00"," 202,392.08 ","68.54 ","69.11 "
"ASLPS","AISHA STEEL MILLS LTD.-PREFERENCE SHARES","656.00"," 14,038.40 ","646.00"," 13,824.40 ","98.48 ","98.48 "
"ASTL","AMRELI STEELS LIMITED","5,417,068.00"," 137,032,183.14 ","2,409,455.00"," 61,288,035.38 ","44.48 ","44.73 "
"ASTM","ASIM TEXTILE MILLS LIMITED","3,962.00"," 106,139.65 ","3,462.00"," 92,984.65 ","87.38 ","87.61 "
"ATBA","ATLAS BATTERY LIMITED","57,976.00"," 14,816,542.60 ","40,918.00"," 10,451,598.27 ","70.58 ","70.54 "
"ATIL","ATLAS INSURANCE LIMITED","72,995.00"," 6,997,840.20 ","71,180.00"," 6,825,467.18 ","97.51 ","97.54 "
"ATLH","ATLAS HONDA LIMITED","4,037.00"," 5,707,512.35 ","3,630.00"," 5,134,103.57 ","89.92 ","89.95 "
"ATRL","ATTOCK REFINERY LIMITED","2,705,742.00"," 1,899,960,536.59 ","1,220,442.00"," 881,528,421.71 ","45.11 ","46.40 "
"AVN","AVANCEON LIMITED","815,421.00"," 40,112,363.18 ","680,566.00"," 33,702,718.63 ","83.46 ","84.02 "
"BAFL","BANK ALFALAH LIMITED","3,918,294.00"," 418,068,459.32 ","1,891,427.00"," 212,753,045.99 ","48.27 ","50.89 "
"BAFS","BABA FARID SUGAR MILLS LIMITED","153.00"," 36,892.81 ","153.00"," 36,892.81 ","100.00 ","100.00 "
"BAHL","BANK AL HABIB LIMITED","607,530.00"," 121,695,946.54 ","387,292.00"," 80,841,443.13 ","63.75 ","66.43 "
"BAPL","BAWANY AIR PRODUCTS LIMITED","13,068.00"," 604,403.53 ","11,117.00"," 514,187.68 ","85.07 ","85.07 "
"BATA","BATA PAKISTAN LIMITED","4,055.00"," 5,936,497.14 ","3,963.00"," 5,802,251.91 ","97.73 ","97.74 "
"BBFL","BIG BIRD FOODS LIMITED","2,102,236.00"," 113,604,317.68 ","1,892,896.00"," 102,287,854.86 ","90.04 ","90.04 "
"BCL","BOLAN CASTINGS LIMITED","132,828.00"," 12,407,037.01 ","92,235.00"," 8,721,087.71 ","69.44 ","70.29 "
"BECO","BECO STEEL LIMITED","1,699,295.00"," 63,595,831.37 ","1,063,588.00"," 40,004,419.59 ","62.59 ","62.90 "
"BELA","BELA AUTOMOTIVES LIMITED","100.00"," 12,012.42 ","99.00"," 11,886.93 ","99.00 ","98.96 "
"BERG","BERGER PAINTS PAKISTAN LIMITED","55,115.00"," 6,456,182.05 ","48,516.00"," 5,682,512.34 ","88.03 ","88.02 "
"BFAGRO","BARKAT FRISIAN AGRO LIMITED","1,175,281.00"," 52,363,444.31 ","978,523.00"," 43,586,138.57 ","83.26 ","83.24 "
"BFBIO","BF BIOSCIENCES LIMITED","463,119.00"," 74,161,820.78 ","386,157.00"," 61,936,597.21 ","83.38 ","83.52 "
"BFMOD","B.F. MODARABA","7,135.00"," 107,880.26 ","5,373.00"," 82,037.77 ","75.30 ","76.05 "
"BGL","BALOCHISTAN GLASS LIMITED","1,040,306.00"," 16,197,663.32 ","962,507.00"," 14,977,910.70 ","92.52 ","92.47 "
"BHAT","BHANERO TEXTILE MILLS LIMITED","148.00"," 133,128.06 ","133.00"," 119,726.00 ","89.86 ","89.93 "
"BIFO","BIAFO INDUSTRIES LIMITED","299,673.00"," 53,402,049.61 ","289,602.00"," 51,625,975.23 ","96.64 ","96.67 "
"BILF","BILAL FIBRES LIMITED","246,047.00"," 9,838,417.01 ","137,053.00"," 5,291,142.38 ","55.70 ","53.78 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","2,953,333.00"," 119,696,045.12 ","2,054,521.00"," 83,390,549.66 ","69.57 ","69.67 "
"BML","BANK MAKRAMAH LIMITED","78,384,377.00"," 639,430,921.99 ","38,341,908.00"," 314,469,215.44 ","48.92 ","49.18 "
"BNL","BUNNY`S LIMITED","1,508,257.00"," 193,608,370.21 ","896,598.00"," 114,868,328.38 ","59.45 ","59.33 "
"BNWM","BANNU WOOLLEN MILLS LIMITED","38,402.00"," 2,698,404.48 ","34,128.00"," 2,402,607.45 ","88.87 ","89.04 "
"BOK","THE BANK OF KHYBER","124,993.00"," 4,447,790.11 ","87,803.00"," 3,130,189.77 ","70.25 ","70.38 "
"BOP","THE BANK OF PUNJAB","148,932,789.00"," 4,872,661,587.62 ","44,714,431.00"," 1,517,499,283.81 ","30.02 ","31.14 "
"BPL","BURSHANE LPG (PAKISTAN) LIMITED","4,418.00"," 145,236.35 ","4,367.00"," 143,563.05 ","98.85 ","98.85 "
"BRRG","B.R.R. GUARDIAN LIMITED","7,428.00"," 231,613.28 ","3,970.00"," 124,048.10 ","53.45 ","53.56 "
"BTL","BLESSED TEXTILES LIMITED","101.00"," 30,111.10 ","101.00"," 30,111.10 ","100.00 ","100.00 "
"BUXL","BUXLY PAINTS LIMITED","7,874.00"," 1,249,313.83 ","7,160.00"," 1,136,736.04 ","90.93 ","90.99 "
"BWCL","BESTWAY CEMENT  LIMITED","23,235.00"," 15,074,178.08 ","21,372.00"," 13,865,271.95 ","91.98 ","91.98 "
"BWHL","BALUCHISTAN WHEELS LIMITED","252,135.00"," 49,898,766.44 ","191,891.00"," 38,018,567.08 ","76.11 ","76.19 "
"CASH","CALCORP LIMITED","3,685.00"," 243,627.36 ","3,046.00"," 202,230.17 ","82.66 ","83.01 "
"CCM","CRESCENT COTTON MILLS LIMITED","6,400.00"," 378,393.31 ","2,698.00"," 167,553.06 ","42.16 ","44.28 "
"CENI","CENTURY INSURANCE COMPANY LIMITED","899.00"," 47,205.66 ","869.00"," 45,752.15 ","96.66 ","96.92 "
"CEPB","CENTURY PAPER AND BOARD MILLS LIMITED","330,650.00"," 8,920,054.97 ","305,438.00"," 8,239,938.07 ","92.38 ","92.38 "
"CFL","CRESCENT FIBRES LIMITED","11.00"," 770.00 ","11.00"," 770.00 ","100.00 ","100.00 "
"CHAS","CHASHMA SUGAR MILLS LIMITED","3,467.00"," 237,260.64 ","3,467.00"," 237,260.64 ","100.00 ","100.00 "
"CHBL","CHENAB LIMITED","64,813.00"," 1,420,347.49 ","63,713.00"," 1,395,729.49 ","98.30 ","98.27 "
"CHCC","CHERAT CEMENT COMPANY LIMITED","82,424.00"," 29,082,104.45 ","55,735.00"," 19,735,712.08 ","67.62 ","67.86 "
"CJPL","CRESCENT JUTE PRODUCTS LIMITED","438,228.00"," 5,370,591.85 ","302,500.00"," 3,779,709.03 ","69.03 ","70.38 "
"CLCPS","CHENAB LTD-NON VOTING CUM. PREF. SHARES","862,917.00"," 3,371,652.04 ","623,412.00"," 2,451,367.10 ","72.24 ","72.71 "
"CLOV","CLOVER PAKISTAN LIMITED","351,635.00"," 15,706,355.07 ","314,051.00"," 14,024,035.59 ","89.31 ","89.29 "
"CLVL","CORDOBA LOGISTICS & VENTURES LIMITED","189,044.00"," 3,503,811.22 ","172,944.00"," 3,198,028.36 ","91.48 ","91.27 "
"CNERGY","CNERGYICO PK LIMITED","73,410,186.00"," 636,783,731.23 ","35,809,733.00"," 317,107,015.51 ","48.78 ","49.80 "
"COLG","COLGATE PALMOLIVE (PAKISTAN) LIMITED","36,793.00"," 47,517,915.12 ","34,731.00"," 44,857,790.31 ","94.40 ","94.40 "
"CPHL","CITI PHARMA LIMITED","3,910,419.00"," 375,093,254.15 ","2,503,293.00"," 243,347,448.27 ","64.02 ","64.88 "
"CPPL","CHERAT PACKAGING LIMITED","311,335.00"," 34,534,569.44 ","246,296.00"," 27,314,899.97 ","79.11 ","79.09 "
"CRTM","THE CRESCENT TEXTILE MILLS LIMITED","417,473.00"," 10,004,463.85 ","404,492.00"," 9,696,013.45 ","96.89 ","96.92 "
"CSAP","CRESCENT STEEL AND ALLIED PRODUCTS LTD.","172,170.00"," 17,833,231.40 ","153,568.00"," 15,910,189.05 ","89.20 ","89.22 "
"CSIL","CRESCENT STAR INSURANCE LIMITED","7,368,396.00"," 45,184,535.54 ","5,736,190.00"," 35,507,568.82 ","77.85 ","78.58 "
"CTM","COLONY TEXTILE MILLS LIMITED","349,114.00"," 2,203,048.04 ","312,018.00"," 1,972,427.60 ","89.37 ","89.53 "
"CWSM","CHAKWAL SPINNING MILLS LIMITED","596,875.00"," 17,007,727.70 ","431,039.00"," 12,296,605.20 ","72.22 ","72.30 "
"CYAN","CYAN LIMITED","132,162.00"," 4,955,837.75 ","129,523.00"," 4,856,326.34 ","98.00 ","97.99 "
"DAAG","DATA AGRO LIMITED","52,391.00"," 5,668,457.79 ","38,785.00"," 4,206,802.25 ","74.03 ","74.21 "
"DADX","DADEX ETERNIT LIMITED","4,741.00"," 313,510.18 ","4,639.00"," 306,843.28 ","97.85 ","97.87 "
"DBCI","DADABHOY CEMENT INDUSTRIES LIMITED","109,288.00"," 770,604.43 ","88,578.00"," 624,395.58 ","81.05 ","81.03 "
"DCL","DEWAN CEMENT LIMITED","6,886,153.00"," 102,350,037.41 ","5,490,126.00"," 81,675,461.97 ","79.73 ","79.80 "
"DCR","DOLMEN CITY REIT","1,080,422.00"," 34,152,974.03 ","1,020,131.00"," 32,250,241.60 ","94.42 ","94.43 "
"DEL","DAWOOD EQUITIES LIMITED","55,086.00"," 751,144.36 ","51,596.00"," 703,745.46 ","93.66 ","93.69 "
"DFML","DEWAN FAROOQUE MOTORS LIMITED","1,791,204.00"," 58,366,265.00 ","1,543,165.00"," 50,299,755.04 ","86.15 ","86.18 "
"DFSM","DEWAN FAROOQUE SPINNING MILLS LIMITED","297,113.00"," 1,784,868.95 ","295,712.00"," 1,776,509.89 ","99.53 ","99.53 "
"DGKC","D.G. KHAN CEMENT COMPANY LIMITED","3,530,497.00"," 870,044,688.23 ","1,898,599.00"," 481,368,513.29 ","53.78 ","55.33 "
"DHPL","DH PARTNERS LIMITED","348,259.00"," 15,249,942.78 ","319,588.00"," 13,999,262.25 ","91.77 ","91.80 "
"DIIL","DIAMOND INDUSTRIES LIMITED","46.00"," 2,363.07 ","41.00"," 2,102.32 ","89.13 ","88.97 "
"DINT","DIN TEXTILE MILLS LIMITED","1,367.00"," 104,024.81 ","1,092.00"," 83,343.81 ","79.88 ","80.12 "
"DLL","DAWOOD LAWRENCEPUR LIMITED","7,292.00"," 2,330,995.54 ","6,257.00"," 2,004,664.64 ","85.81 ","86.00 "
"DMC","D.M. CORPORATION LIMITED","674.00"," 108,413.40 ","615.00"," 99,425.48 ","91.25 ","91.71 "
"DMTM","DEWAN MUSHTAQ TEXTILE MILLS LIMITED","1,995.00"," 26,286.45 ","1,000.00"," 13,173.00 ","50.13 ","50.11 "
"DNCC","DANDOT CEMENT COMPANY LIMITED","7,149.00"," 118,026.05 ","7,149.00"," 118,026.05 ","100.00 ","100.00 "
"DOL","DESCON OXYCHEM LIMITED","471,002.00"," 18,071,188.88 ","410,730.00"," 15,757,541.53 ","87.20 ","87.20 "
"DSIL","D. S. INDUSTRIES LIMITED","2,243,928.00"," 30,839,195.38 ","1,970,594.00"," 27,116,733.03 ","87.82 ","87.93 "
"DSL","DOST STEELS LIMITED","7,433,043.00"," 73,127,604.93 ","7,139,937.00"," 70,264,867.99 ","96.06 ","96.09 "
"DWAE","DEWAN AUTOMOTIVE ENGINEERING LIMITED","13,769.00"," 384,894.56 ","13,169.00"," 368,105.01 ","95.64 ","95.64 "
"DWSM","DEWAN SUGAR MILLS LIMITED","2,462,281.00"," 19,997,127.11 ","2,189,521.00"," 17,799,923.26 ","88.92 ","89.01 "
"DWTM","DEWAN TEXTILE MILLS LIMITED","501.00"," 3,575.76 ","500.00"," 3,569.00 ","99.80 ","99.81 "
"DYNO","DYNEA PAKISTAN LIMITED","8,133.00"," 2,751,915.04 ","6,173.00"," 2,089,585.60 ","75.90 ","75.93 "
"ECOP","ECOPACK LIMITED","401,874.00"," 26,359,642.47 ","296,376.00"," 19,448,858.27 ","73.75 ","73.78 "
"EFERT","ENGRO FERTILIZERS LIMITED","1,858,418.00"," 415,980,218.63 ","1,024,297.00"," 234,192,136.93 ","55.12 ","56.30 "
"EFUG","EFU GENERAL INSURANCE LIMITED","22,319.00"," 2,738,172.97 ","22,315.00"," 2,737,681.09 ","99.98 ","99.98 "
"EFUL","EFU LIFE ASSURANCE LIMITED","1,004.00"," 158,817.20 ","1,004.00"," 158,817.20 ","100.00 ","100.00 "
"ELCM","ELAHI COTTON MILLS LIMITED","255.00"," 54,499.09 ","246.00"," 52,475.88 ","96.47 ","96.29 "
"ELSM","ELLCOT SPINNING MILLS LIMITED","301.00"," 34,715.00 ","301.00"," 34,715.00 ","100.00 ","100.00 "
"EMCO","EMCO INDUSTRIES LIMITED","27,869.00"," 1,579,692.66 ","27,161.00"," 1,539,200.64 ","97.46 ","97.44 "
"ENGROH","ENGRO HOLDINGS LIMITED","1,341,166.00"," 337,657,723.56 ","958,035.00"," 241,540,723.61 ","71.43 ","71.53 "
"EPCL","ENGRO POLYMER & CHEMICALS LIMITED","1,362,448.00"," 41,412,185.49 ","1,198,418.00"," 36,435,128.21 ","87.96 ","87.98 "
"EPCLPS","ENGRO POLYMER & CHEMICALS LTD - PREF.SH.","21,000.00"," 262,400.00 ","21,000.00"," 262,400.00 ","100.00 ","100.00 "
"EPQL","ENGRO POWERGEN QADIRPUR LIMITED","222,103.00"," 6,726,350.24 ","218,785.00"," 6,625,370.42 ","98.51 ","98.50 "
