"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"EFUG","EFU GENERAL INSURANCE LIMITED","598.00"," 72,865.63 ","563.00"," 68,605.28 ","94.15 ","94.15 "
"EFUL","EFU LIFE ASSURANCE LIMITED","5,704.00"," 884,857.00 ","5,704.00"," 884,857.00 ","100.00 ","100.00 "
"ELCM","ELAHI COTTON MILLS LIMITED","639.00"," 120,326.23 ","615.00"," 115,722.51 ","96.24 ","96.17 "
"ELSM","ELLCOT SPINNING MILLS LIMITED","600.00"," 67,200.00 ","600.00"," 67,200.00 ","100.00 ","100.00 "
"EMCO","EMCO INDUSTRIES LIMITED","12,788.00"," 682,457.55 ","12,294.00"," 655,383.86 ","96.14 ","96.03 "
"ENGROH","ENGRO HOLDINGS LIMITED","791,154.00"," 195,749,524.65 ","631,668.00"," 156,429,271.39 ","79.84 ","79.91 "
"EPCL","ENGRO POLYMER & CHEMICALS LIMITED","3,352,557.00"," 103,543,098.91 ","1,353,195.00"," 41,881,514.45 ","40.36 ","40.45 "
"EPCLPS","ENGRO POLYMER & CHEMICALS LTD - PREF.SH.","650.00"," 7,957.50 ","650.00"," 7,957.50 ","100.00 ","100.00 "
"EPQL","ENGRO POWERGEN QADIRPUR LIMITED","189,661.00"," 5,712,935.76 ","186,691.00"," 5,623,790.40 ","98.43 ","98.44 "
"ESBL","ESCORTS INVESTMENT BANK LIMITED","111,952.00"," 772,075.49 ","64,861.00"," 464,258.89 ","57.94 ","60.13 "
"EXIDE","EXIDE PAKISTAN LIMITED","9,030.00"," 5,881,409.71 ","7,759.00"," 5,052,217.53 ","85.92 ","85.90 "
"FABL","FAYSAL BANK LIMITED","2,366,382.00"," 203,721,666.29 ","1,552,831.00"," 136,696,880.65 ","65.62 ","67.10 "
"FANM","FIRST AL-NOOR MODARABA","29,055.00"," 226,504.63 ","26,975.00"," 210,125.63 ","92.84 ","92.77 "
"FASM","FAISAL SPINNING MILLS LIMITED","279.00"," 84,638.22 ","279.00"," 84,638.22 ","100.00 ","100.00 "
"FATIMA","FATIMA FERTILIZER COMPANY LIMITED","601,328.00"," 85,317,231.61 ","447,915.00"," 64,531,304.12 ","74.49 ","75.64 "
"FCCL","FAUJI CEMENT COMPANY LIMITED","5,681,721.00"," 323,039,020.18 ","4,018,105.00"," 230,910,968.57 ","70.72 ","71.48 "
"FCEL","FIRST CAPITAL EQUITIES LIMITED","1,272,804.00"," 8,080,268.64 ","1,023,013.00"," 6,499,023.53 ","80.37 ","80.43 "
"FCEPL","FRIESLANDCAMPINA ENGRO PAKISTAN LIMITED","1,317,273.00"," 109,858,208.75 ","1,005,837.00"," 83,903,207.21 ","76.36 ","76.37 "
"FCL","FAST CABLES LIMITED","558,662.00"," 13,432,223.30 ","540,696.00"," 13,000,056.33 ","96.78 ","96.78 "
"FCSC","FIRST CAPITAL SECURITIES CORPORATION LTD","72,020,997.00"," 447,132,689.54 ","41,977,975.00"," 263,245,035.53 ","58.29 ","58.87 "
"FDPL","FIRST DAWOOD PROPERTIES LIMITED","8,312,454.00"," 59,673,692.77 ","6,457,587.00"," 46,394,591.87 ","77.69 ","77.75 "
"FECM","FIRST ELITE CAPITAL MODARABA","76,681.00"," 2,749,948.23 ","37,139.00"," 1,341,967.37 ","48.43 ","48.80 "
"FECTC","FECTO CEMENT LIMITED","43,467.00"," 4,677,562.24 ","32,325.00"," 3,479,763.34 ","74.37 ","74.39 "
"FEM","FIRST EQUITY MODARABA","133,569.00"," 1,477,020.00 ","109,499.00"," 1,209,980.63 ","81.98 ","81.92 "
"FEROZ","FEROZSONS LABORATORIES LIMITED","14,978.00"," 5,996,302.33 ","14,003.00"," 5,604,896.05 ","93.49 ","93.47 "
"FFC","FAUJI FERTILIZER COMPANY LIMITED","1,729,308.00"," 811,944,747.99 ","1,139,250.00"," 539,225,986.84 ","65.88 ","66.41 "
"FFL","FAUJI FOODS LIMITED","15,317,430.00"," 319,497,102.36 ","5,975,087.00"," 127,058,001.54 ","39.01 ","39.77 "
"FFLM","FIRST FIDELITY LEASING MODARABA","61,769.00"," 422,817.18 ","57,415.00"," 393,189.49 ","92.95 ","92.99 "
"FHAM","FIRST HABIB MODARABA","23,909.00"," 790,767.03 ","23,109.00"," 764,167.03 ","96.65 ","96.64 "
"FIBLM","FIRST IBL MODARABA","40,217.00"," 431,048.20 ","32,701.00"," 354,256.95 ","81.31 ","82.18 "
"FIL","FATEH INDUSTRIES LIMITED","6.00"," 1,191.95 ","6.00"," 1,191.95 ","100.00 ","100.00 "
"FIMM","FIRST IMROOZ MODARABA","1,232.00"," 363,578.35 ","1,026.00"," 303,749.35 ","83.28 ","83.54 "
"FLYNG","FLYING CEMENT COMPANY LIMITED","213,457.00"," 10,286,234.51 ","106,080.00"," 5,132,236.73 ","49.70 ","49.89 "
"FML","FEROZE1888 MILLS LIMITED","84,099.00"," 6,223,836.07 ","84,099.00"," 6,223,836.07 ","100.00 ","100.00 "
"FNEL","FIRST NATIONAL EQUITIES LIMITED","49,312,129.00"," 537,320,238.58 ","23,189,629.00"," 252,683,259.22 ","47.03 ","47.03 "
"FPJM","FIRST PUNJAB MODARABA","402,838.00"," 2,567,806.05 ","224,072.00"," 1,430,666.22 ","55.62 ","55.72 "
"FPRM","FIRST PARAMOUNT MODARABA","141,414.00"," 1,859,318.64 ","114,646.00"," 1,506,947.74 ","81.07 ","81.05 "
"FRCL","FRONTIER CERAMICS LIMITED","31,950.00"," 1,542,894.77 ","23,715.00"," 1,134,578.94 ","74.23 ","73.54 "
"FRSM","FARAN SUGAR MILLS LIMITED","21,187.00"," 1,160,274.99 ","19,476.00"," 1,066,324.86 ","91.92 ","91.90 "
"FSWL","FATEH SPORTS WEAR LIMITED","169.00"," 19,142.91 ","100.00"," 11,732.32 ","59.17 ","61.29 "
"FTMM","FIRST TREET MANUFACTURING MODARABA","6,130.00"," 110,581.27 ","6,130.00"," 110,581.27 ","100.00 ","100.00 "
"FTSM","FIRST TRI-STAR MODARABA","180,068.00"," 3,093,233.40 ","99,526.00"," 1,706,891.72 ","55.27 ","55.18 "
"FZCM","FAZAL CLOTH MILLS LIMITED","945.00"," 232,371.64 ","928.00"," 228,150.10 ","98.20 ","98.18 "
"GADT","GADOON TEXTILE MILLS LIMITED","17,548.00"," 6,600,408.53 ","17,386.00"," 6,539,837.61 ","99.08 ","99.08 "
"GAL","GHANDHARA AUTOMOBILES LIMITED","401,492.00"," 238,618,168.11 ","256,714.00"," 153,443,589.37 ","63.94 ","64.31 "
"GAMON","GAMMON PAKISTAN LIMITED","10,392.00"," 288,274.73 ","9,557.00"," 265,397.48 ","91.96 ","92.06 "
"GATI","GATRON (INDUSTRIES) LIMITED","86,769.00"," 9,953,126.76 ","71,389.00"," 8,195,032.83 ","82.27 ","82.34 "
"GATM","GUL AHMED TEXTILE MILLS LIMITED","3,608,723.00"," 137,388,037.83 ","2,732,919.00"," 104,381,496.39 ","75.73 ","75.98 "
"GCIL","GHANI CHEMICAL INDUSTRIES LIMITED","2,712,304.00"," 86,614,098.82 ","1,597,565.00"," 51,048,836.86 ","58.90 ","58.94 "
"GCWL","GHANI CHEMWORLD LIMITED","3,264,301.00"," 63,524,884.10 ","2,153,871.00"," 41,956,235.76 ","65.98 ","66.05 "
"GEMBLUEX","BLUE-EX LIMITED","401.00"," 24,232.52 ","401.00"," 24,232.52 ","100.00 ","100.00 "
"GEMNETS","NETS INTERNATIONAL COMMUNICATION LIMITED","2,901.00"," 125,330.00 ","2,901.00"," 125,330.00 ","100.00 ","100.00 "
"GEMPAPL","PAK AGRO PACKAGING LIMITED","1,000.00"," 13,300.00 ","1,000.00"," 13,300.00 ","100.00 ","100.00 "
"GEMSPNL","SUPERNET LIMITED","70,181.00"," 3,949,547.64 ","64,552.00"," 3,642,164.38 ","91.98 ","92.22 "
"GFIL","GHAZI FABRICS INTERNATIONAL LIMITED","4,467.00"," 61,458.43 ","4,337.00"," 59,647.32 ","97.09 ","97.05 "
"GGGL","GHANI GLOBAL GLASS LIMITED","2,434,533.00"," 29,490,019.52 ","2,126,675.00"," 25,773,409.61 ","87.35 ","87.40 "
"GGL","GHANI GLOBAL HOLDINGS LIMITED","7,422,059.00"," 201,602,665.99 ","5,118,500.00"," 138,911,299.01 ","68.96 ","68.90 "
"GHGL","GHANI GLASS LIMITED","147,749.00"," 6,319,640.13 ","96,411.00"," 4,198,259.57 ","65.25 ","66.43 "
"GHNI","GHANDHARA INDUSTRIES LIMITED","789,593.00"," 705,129,269.54 ","383,998.00"," 344,077,483.40 ","48.63 ","48.80 "
"GLAXO","GLAXOSMITHKLINE PAKISTAN LIMITED","71,427.00"," 30,976,688.66 ","63,232.00"," 27,465,443.25 ","88.53 ","88.66 "
"GLPL","GILLETTE PAKISTAN LIMITED","44,057.00"," 16,521,237.18 ","26,180.00"," 9,804,133.20 ","59.42 ","59.34 "
"GOC","GOC (PAK) LIMITED","196.00"," 24,273.48 ","196.00"," 24,273.48 ","100.00 ","100.00 "
"GRR","GLOBE RESIDENCY REIT","115,708.00"," 2,255,648.99 ","107,711.00"," 2,100,026.10 ","93.09 ","93.10 "
"GRYL","GRAYS LEASING LIMITED","101,893.00"," 3,377,519.42 ","86,778.00"," 2,884,582.97 ","85.17 ","85.41 "
"GSPM","GULSHAN SPINNING MILLS LIMITED","10,026.00"," 55,145.60 ","10,026.00"," 55,145.60 ","100.00 ","100.00 "
"GTYR","GHANDHARA TYRE AND RUBBER COMPANY LTD.","193,709.00"," 7,677,024.13 ","158,522.00"," 6,286,953.19 ","81.84 ","81.89 "
"GUSM","GULISTAN SPINNING MILLS LIMITED","27,328.00"," 253,943.00 ","11,105.00"," 109,899.10 ","40.64 ","43.28 "
"GVGL","GHANI VALUE GLASS LIMITED","6,472.00"," 419,979.52 ","6,464.00"," 419,459.84 ","99.88 ","99.88 "
"GWLC","GHARIBWAL CEMENT LIMITED","1,850,476.00"," 131,155,128.25 ","1,042,083.00"," 73,828,988.41 ","56.31 ","56.29 "
"HABSM","HABIB SUGAR MILLS LIMITED","27,857.00"," 2,269,757.34 ","25,533.00"," 2,080,982.34 ","91.66 ","91.68 "
"HAEL","HALA ENTERPRISES LIMITED","14,769.00"," 347,242.31 ","13,269.00"," 312,118.31 ","89.84 ","89.88 "
"HAFL","HAFIZ LIMITED","129.00"," 43,292.84 ","108.00"," 36,449.43 ","83.72 ","84.19 "
"HALEON","HALEON PAKISTAN LIMITED","107,017.00"," 96,312,431.33 ","106,037.00"," 95,431,687.07 ","99.08 ","99.09 "
"HASCOL","HASCOL PETROLEUM LIMITED","42,363,395.00"," 638,219,765.89 ","15,300,952.00"," 231,554,183.35 ","36.12 ","36.28 "
"HBL","HABIB BANK LIMITED","1,709,752.00"," 519,369,170.46 ","1,030,628.00"," 324,062,195.14 ","60.28 ","62.40 "
"HBLTETF","HBL TOTAL TREASURY EXCHANGE TRADED FUND","2,400.00"," 254,620.00 ","2,200.00"," 233,420.00 ","91.67 ","91.67 "
"HCAR","HONDA  ATLAS CARS (PAKISTAN) LIMITED","2,223,653.00"," 680,568,154.80 ","964,333.00"," 295,283,853.46 ","43.37 ","43.39 "
"HGFA","HBL GROWTH FUND-CLASS A","75,087.00"," 1,378,802.27 ","64,586.00"," 1,186,668.68 ","86.01 ","86.07 "
"HICL","HABIB INSURANCE COMPANY LIMITED","156,007.00"," 2,061,595.55 ","140,347.00"," 1,857,156.93 ","89.96 ","90.08 "
"HIFA","HBL INVESTMENT FUND-CLASS A","771,875.00"," 5,399,806.43 ","533,071.00"," 3,730,375.49 ","69.06 ","69.08 "
"HINO","HINOPAK MOTORS LIMITED","11,288.00"," 5,979,743.42 ","9,114.00"," 4,831,742.22 ","80.74 ","80.80 "
"HINOON","HIGHNOON LABORATORIES LIMITED","98,913.00"," 113,052,518.79 ","96,165.00"," 109,961,226.29 ","97.22 ","97.27 "
"HIRAT","HIRA TEXTILE MILLS LIMITED","234,167.00"," 1,175,434.94 ","189,137.00"," 950,232.11 ","80.77 ","80.84 "
