"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"BAFL","BANK ALFALAH LIMITED","6,166,495.00"," 672,379,482.68 ","4,421,913.00"," 486,211,974.63 ","71.71 ","72.31 "
"BAFLTFC6","BANK ALFALAH LIMITED-TFC(09-03-2018)","5,000.00"," 25,027,438.00 ","5,000.00"," 25,027,438.00 ","100.00 ","100.00 "
"BAFS","BABA FARID SUGAR MILLS LIMITED","7,069.00"," 1,617,318.66 ","3,385.00"," 776,223.34 ","47.89 ","47.99 "
"BAHL","BANK AL HABIB LIMITED","1,825,494.00"," 364,745,601.03 ","1,621,223.00"," 324,559,507.07 ","88.81 ","88.98 "
"BAPL","BAWANY AIR PRODUCTS LIMITED","44,588.00"," 1,895,724.45 ","32,624.00"," 1,389,801.96 ","73.17 ","73.31 "
"BATA","BATA PAKISTAN LIMITED","1,127.00"," 1,632,256.97 ","1,063.00"," 1,540,011.27 ","94.32 ","94.35 "
"BBFL","BIG BIRD FOODS LIMITED","1,445,310.00"," 75,361,230.85 ","1,181,442.00"," 61,621,645.70 ","81.74 ","81.77 "
"BCL","BOLAN CASTINGS LIMITED","12,832.00"," 1,179,074.24 ","10,150.00"," 931,050.94 ","79.10 ","78.96 "
"BECO","BECO STEEL LIMITED","10,824,097.00"," 627,100,886.03 ","5,742,659.00"," 332,323,079.52 ","53.05 ","52.99 "
"BELA","BELA AUTOMOTIVES LIMITED","332.00"," 37,674.72 ","301.00"," 34,191.92 ","90.66 ","90.76 "
"BERG","BERGER PAINTS PAKISTAN LIMITED","26,420.00"," 3,001,255.67 ","26,269.00"," 2,984,057.32 ","99.43 ","99.43 "
"BFAGRO","BARKAT FRISIAN AGRO LIMITED","982,727.00"," 42,046,551.20 ","794,519.00"," 33,982,327.41 ","80.85 ","80.82 "
"BFBIO","BF BIOSCIENCES LIMITED","2,684,119.00"," 432,364,466.42 ","1,624,219.00"," 262,715,751.22 ","60.51 ","60.76 "
"BFMOD","B.F. MODARABA","35,338.00"," 527,433.30 ","30,048.00"," 452,384.66 ","85.03 ","85.77 "
"BGL","BALOCHISTAN GLASS LIMITED","300,301.00"," 4,449,291.94 ","230,026.00"," 3,412,416.78 ","76.60 ","76.70 "
"BHAT","BHANERO TEXTILE MILLS LIMITED","82.00"," 68,943.14 ","79.00"," 66,516.14 ","96.34 ","96.48 "
"BIFO","BIAFO INDUSTRIES LIMITED","38,270.00"," 6,434,648.74 ","25,044.00"," 4,213,373.06 ","65.44 ","65.48 "
"BILF","BILAL FIBRES LIMITED","51,463.00"," 2,163,615.02 ","34,348.00"," 1,455,041.91 ","66.74 ","67.25 "
"BIPL","BANKISLAMI PAKISTAN LIMITED","2,043,760.00"," 79,005,314.10 ","1,563,497.00"," 60,568,001.67 ","76.50 ","76.66 "
"BML","BANK MAKRAMAH LIMITED","11,763,643.00"," 88,415,129.03 ","8,081,318.00"," 60,867,317.84 ","68.70 ","68.84 "
"BNL","BUNNY`S LIMITED","724,644.00"," 88,784,059.95 ","583,710.00"," 71,536,057.05 ","80.55 ","80.57 "
"BNWM","BANNU WOOLLEN MILLS LIMITED","9,900.00"," 667,206.09 ","9,674.00"," 651,928.65 ","97.72 ","97.71 "
"BOK","THE BANK OF KHYBER","32,603.00"," 1,128,854.48 ","30,309.00"," 1,050,834.06 ","92.96 ","93.09 "
"BOP","THE BANK OF PUNJAB","120,594,335.00"," 3,984,475,869.60 ","44,007,350.00"," 1,533,307,320.85 ","36.49 ","38.48 "
"BPL","BURSHANE LPG (PAKISTAN) LIMITED","13,673.00"," 451,476.99 ","3,454.00"," 117,590.02 ","25.26 ","26.05 "
"BRRG","B.R.R. GUARDIAN LIMITED","234,576.00"," 10,393,879.48 ","179,367.00"," 7,981,965.05 ","76.46 ","76.79 "
"BUXL","BUXLY PAINTS LIMITED","4,820.00"," 741,390.10 ","4,650.00"," 715,733.40 ","96.47 ","96.54 "
"BWCL","BESTWAY CEMENT  LIMITED","59,247.00"," 36,015,741.76 ","56,712.00"," 34,469,505.75 ","95.72 ","95.71 "
"BWHL","BALUCHISTAN WHEELS LIMITED","48,703.00"," 9,262,783.72 ","35,547.00"," 6,772,417.07 ","72.99 ","73.11 "
"CASH","CALCORP LIMITED","536.00"," 36,866.99 ","458.00"," 31,578.15 ","85.45 ","85.65 "
"CCM","CRESCENT COTTON MILLS LIMITED","574.00"," 32,382.90 ","236.00"," 13,656.40 ","41.11 ","42.17 "
"CENI","CENTURY INSURANCE COMPANY LIMITED","5,710.00"," 291,085.30 ","5,640.00"," 287,642.70 ","98.77 ","98.82 "
"CEPB","CENTURY PAPER AND BOARD MILLS LIMITED","2,010,149.00"," 50,472,449.41 ","1,196,430.00"," 29,994,969.18 ","59.52 ","59.43 "
"CFL","CRESCENT FIBRES LIMITED","100.00"," 6,900.00 ","100.00"," 6,900.00 ","100.00 ","100.00 "
"CHAS","CHASHMA SUGAR MILLS LIMITED","3,600.00"," 239,004.57 ","3,350.00"," 221,131.07 ","93.06 ","92.52 "
"CHBL","CHENAB LIMITED","166,894.00"," 3,418,117.11 ","156,377.00"," 3,201,645.90 ","93.70 ","93.67 "
"CHCC","CHERAT CEMENT COMPANY LIMITED","305,708.00"," 103,730,253.34 ","226,724.00"," 78,671,133.50 ","74.16 ","75.84 "
"CJPL","CRESCENT JUTE PRODUCTS LIMITED","87,354.00"," 1,225,249.99 ","61,977.00"," 870,080.74 ","70.95 ","71.01 "
"CLCPS","CHENAB LTD-NON VOTING CUM. PREF. SHARES","169,084.00"," 662,299.92 ","127,865.00"," 505,204.13 ","75.62 ","76.28 "
"CLOV","CLOVER PAKISTAN LIMITED","157,400.00"," 6,707,387.05 ","131,291.00"," 5,597,394.31 ","83.41 ","83.45 "
"CLVL","CORDOBA LOGISTICS & VENTURES LIMITED","15,253.00"," 250,138.03 ","14,341.00"," 235,304.88 ","94.02 ","94.07 "
"CNERGY","CNERGYICO PK LIMITED","58,301,622.00"," 465,722,771.00 ","23,201,831.00"," 190,549,712.50 ","39.80 ","40.91 "
"COLG","COLGATE PALMOLIVE (PAKISTAN) LIMITED","15,110.00"," 19,488,835.69 ","14,903.00"," 19,222,237.52 ","98.63 ","98.63 "
"CPHL","CITI PHARMA LIMITED","3,222,325.00"," 294,486,105.93 ","2,359,183.00"," 218,709,146.80 ","73.21 ","74.27 "
"CPPL","CHERAT PACKAGING LIMITED","101,052.00"," 10,576,341.16 ","71,254.00"," 7,452,118.89 ","70.51 ","70.46 "
"CRTM","THE CRESCENT TEXTILE MILLS LIMITED","5,797,127.00"," 144,511,454.23 ","1,424,626.00"," 35,730,626.93 ","24.57 ","24.73 "
"CSAP","CRESCENT STEEL AND ALLIED PRODUCTS LTD.","240,606.00"," 23,788,056.77 ","201,264.00"," 19,905,391.06 ","83.65 ","83.68 "
"CSIL","CRESCENT STAR INSURANCE LIMITED","1,407,218.00"," 8,582,450.25 ","1,112,392.00"," 6,824,978.80 ","79.05 ","79.52 "
"CTM","COLONY TEXTILE MILLS LIMITED","402,188.00"," 2,510,782.99 ","353,572.00"," 2,203,433.33 ","87.91 ","87.76 "
"CWSM","CHAKWAL SPINNING MILLS LIMITED","1,136,581.00"," 36,143,956.57 ","493,245.00"," 15,603,216.43 ","43.40 ","43.17 "
"CYAN","CYAN LIMITED","151,165.00"," 5,472,125.60 ","131,979.00"," 4,777,290.49 ","87.31 ","87.30 "
"DAAG","DATA AGRO LIMITED","2,564.00"," 264,177.80 ","2,555.00"," 263,259.80 ","99.65 ","99.65 "
"DADX","DADEX ETERNIT LIMITED","4,278.00"," 271,818.14 ","4,025.00"," 255,702.75 ","94.09 ","94.07 "
"DBCI","DADABHOY CEMENT INDUSTRIES LIMITED","74,912.00"," 509,721.45 ","60,770.00"," 413,358.76 ","81.12 ","81.10 "
"DCL","DEWAN CEMENT LIMITED","4,588,125.00"," 65,554,984.68 ","2,763,041.00"," 39,477,285.51 ","60.22 ","60.22 "
"DCR","DOLMEN CITY REIT","974,942.00"," 31,604,673.61 ","932,894.00"," 30,254,595.75 ","95.69 ","95.73 "
"DEL","DAWOOD EQUITIES LIMITED","34,026.00"," 457,975.37 ","20,421.00"," 278,562.85 ","60.02 ","60.82 "
"DFML","DEWAN FAROOQUE MOTORS LIMITED","2,435,627.00"," 72,283,244.63 ","1,212,483.00"," 36,079,287.92 ","49.78 ","49.91 "
"DFSM","DEWAN FAROOQUE SPINNING MILLS LIMITED","253,700.00"," 1,491,342.29 ","219,312.00"," 1,290,933.58 ","86.45 ","86.56 "
"DGKC","D.G. KHAN CEMENT COMPANY LIMITED","4,488,439.00"," 1,082,124,888.31 ","2,680,792.00"," 665,712,194.03 ","59.73 ","61.52 "
"DHPL","DH PARTNERS LIMITED","311,792.00"," 13,419,221.00 ","301,144.00"," 12,962,743.81 ","96.58 ","96.60 "
"DIIL","DIAMOND INDUSTRIES LIMITED","3,353.00"," 194,994.05 ","3,353.00"," 194,994.05 ","100.00 ","100.00 "
"DINT","DIN TEXTILE MILLS LIMITED","1,439.00"," 105,501.55 ","1,237.00"," 90,151.85 ","85.96 ","85.45 "
"DLL","DAWOOD LAWRENCEPUR LIMITED","1,401.00"," 466,180.05 ","988.00"," 329,077.10 ","70.52 ","70.59 "
"DMC","D.M. CORPORATION LIMITED","1,230.00"," 351,011.75 ","1,228.00"," 350,467.99 ","99.84 ","99.85 "
"DMTM","DEWAN MUSHTAQ TEXTILE MILLS LIMITED","144.00"," 1,830.80 ","130.00"," 1,660.70 ","90.28 ","90.71 "
"DNCC","DANDOT CEMENT COMPANY LIMITED","3,714.00"," 58,940.03 ","2,053.00"," 33,426.40 ","55.28 ","56.71 "
"DOL","DESCON OXYCHEM LIMITED","551,163.00"," 19,471,578.26 ","459,003.00"," 16,218,941.72 ","83.28 ","83.30 "
"DSIL","D. S. INDUSTRIES LIMITED","1,441,368.00"," 19,500,234.27 ","985,064.00"," 13,383,187.25 ","68.34 ","68.63 "
"DSL","DOST STEELS LIMITED","10,081,955.00"," 94,438,322.20 ","9,668,635.00"," 90,563,136.53 ","95.90 ","95.90 "
"DWAE","DEWAN AUTOMOTIVE ENGINEERING LIMITED","11,275.00"," 287,720.14 ","9,447.00"," 240,724.22 ","83.79 ","83.67 "
"DWSM","DEWAN SUGAR MILLS LIMITED","119,591.00"," 945,814.50 ","103,709.00"," 820,487.42 ","86.72 ","86.75 "
"DWTM","DEWAN TEXTILE MILLS LIMITED","456.00"," 3,088.54 ","453.00"," 3,068.93 ","99.34 ","99.37 "
"DYNO","DYNEA PAKISTAN LIMITED","6,360.00"," 1,983,757.11 ","4,699.00"," 1,469,205.26 ","73.88 ","74.06 "
"ECOP","ECOPACK LIMITED","132,940.00"," 8,096,518.18 ","108,324.00"," 6,598,280.10 ","81.48 ","81.50 "
"EFERT","ENGRO FERTILIZERS LIMITED","814,465.00"," 181,923,039.89 ","500,057.00"," 114,358,383.45 ","61.40 ","62.86 "
"EFUG","EFU GENERAL INSURANCE LIMITED","405.00"," 49,920.47 ","405.00"," 49,920.47 ","100.00 ","100.00 "
"EFUL","EFU LIFE ASSURANCE LIMITED","39,838.00"," 6,219,816.12 ","39,701.00"," 6,198,740.17 ","99.66 ","99.66 "
"ELCM","ELAHI COTTON MILLS LIMITED","323.00"," 65,857.84 ","321.00"," 65,467.96 ","99.38 ","99.41 "
"ELSM","ELLCOT SPINNING MILLS LIMITED","4,628.00"," 514,262.22 ","4,628.00"," 514,262.22 ","100.00 ","100.00 "
"EMCO","EMCO INDUSTRIES LIMITED","68,657.00"," 3,741,111.62 ","65,888.00"," 3,599,765.08 ","95.97 ","96.22 "
"ENGROH","ENGRO HOLDINGS LIMITED","2,002,302.00"," 484,761,571.57 ","1,224,252.00"," 296,737,772.60 ","61.14 ","61.21 "
"EPCL","ENGRO POLYMER & CHEMICALS LIMITED","999,806.00"," 30,110,796.06 ","766,992.00"," 23,098,299.83 ","76.71 ","76.71 "
"EPCLPS","ENGRO POLYMER & CHEMICALS LTD - PREF.SH.","5,502.00"," 67,923.26 ","3,953.00"," 48,561.73 ","71.85 ","71.49 "
"EPQL","ENGRO POWERGEN QADIRPUR LIMITED","179,687.00"," 5,400,931.78 ","161,095.00"," 4,840,665.19 ","89.65 ","89.63 "
"ESBL","ESCORTS INVESTMENT BANK LIMITED","1,134,385.00"," 9,983,527.54 ","863,972.00"," 7,651,913.59 ","76.16 ","76.65 "
"EXIDE","EXIDE PAKISTAN LIMITED","10,972.00"," 7,049,585.15 ","5,821.00"," 3,742,369.51 ","53.05 ","53.09 "
"FABL","FAYSAL BANK LIMITED","2,348,815.00"," 203,875,320.61 ","1,415,215.00"," 127,005,018.96 ","60.25 ","62.30 "
"FANM","FIRST AL-NOOR MODARABA","17,600.00"," 138,160.53 ","17,600.00"," 138,160.53 ","100.00 ","100.00 "
"FASM","FAISAL SPINNING MILLS LIMITED","463.00"," 147,854.26 ","457.00"," 145,963.36 ","98.70 ","98.72 "
"FATIMA","FATIMA FERTILIZER COMPANY LIMITED","1,789,787.00"," 246,248,209.15 ","1,464,841.00"," 204,207,148.07 ","81.84 ","82.93 "
"FCCL","FAUJI CEMENT COMPANY LIMITED","11,244,119.00"," 631,971,049.77 ","7,410,105.00"," 421,743,349.90 ","65.90 ","66.73 "
