"Symbol","Name","Trade Volume","Trade Value","UIN Settlement Volume ","UIN Settlement Value ","UIN Percentage Volume","UIN Percentage Value "
"PTC","PAKISTAN TELECOMMUNICATION COMPANY LTD","12,560,781.00"," 300,971,556.60 ","7,719,613.00"," 188,984,237.02 ","61.46 ","62.79 "
"PTL","PANTHER TYRES LIMITED","141,046.00"," 7,549,568.55 ","137,000.00"," 7,331,486.46 ","97.13 ","97.11 "
"QUET","QUETTA TEXTILE MILLS LIMITED","6,001.00"," 103,250.46 ","5,501.00"," 94,620.46 ","91.67 ","91.64 "
"QUICE","QUICE FOOD INDUSTRIES LIMITED","1,440,894.00"," 12,630,496.39 ","1,174,699.00"," 10,296,754.08 ","81.53 ","81.52 "
"RCML","RELIANCE COTTON SPINNING MILLS LIMITED","1,002.00"," 505,374.61 ","589.00"," 296,618.73 ","58.78 ","58.69 "
"REDCO","REDCO TEXTILES LIMITED","12,649.00"," 318,773.04 ","12,520.00"," 315,576.95 ","98.98 ","99.00 "
"REWM","RELIANCE WEAVING MILLS LIMITED","1,171.00"," 128,610.57 ","1,050.00"," 115,239.55 ","89.67 ","89.60 "
"RICL","RELIANCE INSURANCE COMPANY LIMITED","163,729.00"," 2,908,990.10 ","113,488.00"," 2,017,579.26 ","69.31 ","69.36 "
"RMPL","RAFHAN MAIZE PRODUCTS COMPANY LIMITED","147.00"," 1,400,841.14 ","117.00"," 1,114,901.77 ","79.59 ","79.59 "
"RPL","ROSHAN PACKAGES LIMITED","404,355.00"," 8,725,079.00 ","318,910.00"," 6,883,128.54 ","78.87 ","78.89 "
"RUBY","RUBY TEXTILE MILLS LIMITED","17,117.00"," 234,635.50 ","13,139.00"," 181,116.50 ","76.76 ","77.19 "
"RUPL","RUPALI POLYESTER LIMITED","18,310.00"," 698,591.95 ","16,911.00"," 645,915.96 ","92.36 ","92.46 "
"SAIF","SAIF TEXTILE MILLS LIMITED","12,445.00"," 383,838.26 ","11,547.00"," 357,763.88 ","92.78 ","93.21 "
"SANSM","SANGHAR SUGAR MILLS LIMITED","5,928.00"," 350,461.84 ","5,908.00"," 349,233.84 ","99.66 ","99.65 "
"SAPT","SAPPHIRE TEXTILE MILLS LIMITED","64.00"," 84,305.83 ","62.00"," 81,753.83 ","96.88 ","96.97 "
"SARC","SARDAR CHEMICAL INDUSTRIES LIMITED","2,017.00"," 148,952.66 ","1,919.00"," 141,743.66 ","95.14 ","95.16 "
"SASML","SINDH ABADGARS SUGAR MILLS LIMITED","981.00"," 195,239.04 ","751.00"," 149,595.36 ","76.55 ","76.62 "
"SAZEW","SAZGAR ENGINEERING WORKS LIMITED","137,037.00"," 220,261,220.21 ","69,283.00"," 112,859,568.56 ","50.56 ","51.24 "
"SBL","SAMBA BANK LIMITED","188,980.00"," 1,819,302.53 ","127,194.00"," 1,226,778.08 ","67.31 ","67.43 "
"SCBPL","STANDARD CHARTERED BANK (PAKISTAN) LTD.","42,205.00"," 3,086,320.99 ","36,725.00"," 2,685,974.87 ","87.02 ","87.03 "
"SCL","SHIELD CORPORATION LIMITED","503.00"," 173,549.41 ","472.00"," 163,009.71 ","93.84 ","93.93 "
"SEARL","THE SEARLE COMPANY LIMITED","7,420,395.00"," 840,339,199.44 ","2,669,126.00"," 315,433,268.38 ","35.97 ","37.54 "
"SEL","SITARA ENERGY LIMITED","7,078.00"," 103,714.18 ","7,078.00"," 103,714.18 ","100.00 ","100.00 "
"SEPL","SECURITY PAPERS LIMITED","19,087.00"," 3,612,255.23 ","18,075.00"," 3,423,375.30 ","94.70 ","94.77 "
"SERT","SERVICE INDUSTRIES TEXTILES LIMITED","7,582.00"," 171,015.91 ","4,200.00"," 95,295.48 ","55.39 ","55.72 "
"SFL","SAPPHIRE FIBRES LIMITED","270.00"," 281,226.48 ","253.00"," 263,789.80 ","93.70 ","93.80 "
"SGF","SERVICE GLOBAL FOOTWEAR LIMITED","481,093.00"," 46,222,427.11 ","380,728.00"," 36,658,488.50 ","79.14 ","79.31 "
"SGPL","S.G. POWER LIMITED","115,868.00"," 1,287,853.04 ","83,928.00"," 943,821.89 ","72.43 ","73.29 "
"SHCM","SHADMAN COTTON MILLS LIMITED","4,192.00"," 267,667.40 ","4,186.00"," 267,313.20 ","99.86 ","99.87 "
"SHDT","SHADAB TEXTILE MILLS LIMITED","17,721.00"," 1,026,967.66 ","12,199.00"," 710,502.51 ","68.84 ","69.18 "
